rank,bgg_id,name,g_index
5647,39336,Mégawatts,11
5647,39635,Prolix,11
5647,40446,Indian Chief,11
5647,40629,Bakong,11
5647,40958,6 nimmt! Junior,11
5647,41186,Monopoly City,11
5647,41247,Mia,11
5647,41305,Orchard: The Card Game,11
5647,41573,Schweinebammel,11
5647,42057,Utopian Rummy,11
5647,43136,Chunky Fighters,11
5647,43307,Baltimore & Ohio,11
5647,46614,Nonaga,11
5647,54507,Savannah Tails,11
5647,56835,Train of Thought,11
5647,57368,The King Commands,11
5647,58099,Granada,11
5647,59309,Orchard: Memo Game,11
5647,59429,Dark Darker Darkest,11
5647,60056,Igel Ärgern + Tante Tarantel,11
5647,60158,Fast Food,11
5647,60245,Mummy's Treasure,11
5647,61269,Drakon (Second Edition),11
5647,63091,Space Hulk (Second Edition),11
5647,63543,Horus Heresy,11
5647,63743,The World Cup Card Game 2010,11
5647,65200,Asteroyds,11
5647,65559,Take the Cake,11
5647,65590,Bumbesi,11
5647,66190,New York,11
5647,66424,Dungeon Run,11
5647,66510,The Red Dragon Inn 3,11
5647,67180,Tikal II: The Lost Temple,11
5647,67878,Dungeon Crawler,11
5647,68228,Railways of the World: The Card Game,11
5647,69120,Cadwallon: City of Thieves,11
5647,69234,"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",11
5647,69278,Nuklear Winter '68,11
5647,73863,Grimoire,11
5647,79068,Wrong Chemistry,11
5647,79282,Era of Inventions,11
5647,81698,Total Rumble,11
5647,82948,Konexi,11
5647,83325,Lost Battles: Forty Battles & Campaigns of the Ancient World,11
5647,84913,Caminos,11
5647,85000,We Must Tell the Emperor,11
5647,85800,Octopus' Garden,11
5647,86165,Neos,11
5647,86415,Cornerstone Essential,11
5647,86955,Munchkin Zombies,11
5647,87893,Take It or Leave It,11
5647,88464,Repello,11
5647,90004,Kniffel Extreme,11
5647,90009,Eselsbrücke,11
5647,90972,Mermaid Beach,11
5647,91430,None of a Kind,11
5647,91512,Bella Blümchen,11
5647,92044,Dungeons & Dragons: Conquest of Nerath Board Game,11
5647,94481,Count Your Chickens!,11
5647,94891,Kabaleo,11
5647,94949,A Blood-Red Banner: The Alamo,11
5647,95364,Cubulus,11
5647,95710,Bop It!,11
5647,99479,Mare Balticum,11
5647,99698,Micro Space Empire,11
5647,100169,Hero of Weehawken,11
5647,100734,My Happy Farm,11
5647,101420,Ninety-Nine,11
5647,102144,Perplexus Epic,11
5647,102792,Zero,11
5647,103092,Helvetia,11
5647,104287,Batanimo,11
5647,104573,Spectaculum,11
5647,104655,Lemonade Stand,11
5647,112869,Munchkin Apocalypse,11
5647,113293,Article 27: The UN Security Council Game,11
5647,114387,Thebes: The Tomb Raiders,11
5647,114438,"But Wait, There's More!",11
5647,114562,Hokito,11
5647,118703,20th Century Limited,11
5647,119012,The Capitals,11
5647,119391,Il Vecchio,11
5647,120217,City of Horror,11
5647,120447,Get Lucky,11
5647,120523,Nothing Personal,11
5647,121195,Grandpa Beck's Golf,11
5647,122240,Last Night on Earth: Timber Peak,11
5647,122690,Star Trek Deck Building Game: The Original Series,11
5647,122891,Courtier,11
5647,125658,Level 7 [Escape],11
5647,126000,Letnisko,11
5647,126021,Dropzone Commander: Core Rulebook,11
5647,126443,The Lord of the Rings: The Battle for Middle-Earth,11
5647,127134,Baobab,11
5647,128475,Murder of Crows,11
5647,129735,Boom Boom Balloon,11
5647,130202,Cock & Bull,11
5647,130603,Start 11! The Board Game,11
5647,130907,Jungle Brunch,11
5647,131199,Soluna,11
5647,131581,Soccero (Second Edition),11
5647,131891,Lost Legends,11
5647,133405,Island Siege,11
5647,134711,Guilds of Cadwallon,11
5647,135648,Tales & Games: Baba Yaga,11
5647,136558,Expedition: Famous Explorers,11
5647,136910,Roll & Play,11
5647,138748,Flash!,11
5647,139433,Fields of Fire 2,11
5647,140125,Fallen,11
5647,140480,Pyramid,11
5647,140675,Enchanted Cupcake Party Game,11
5647,142262,Draco Magi,11
5647,142296,Funemployed,11
5647,142555,The Lord of the Rings: The Two Towers Deck-Building Game,11
5647,142889,Enemy Coast Ahead: Operation Chastise – The Dambuster Raid,11
5647,142924,Mayday!Mayday!,11
5647,142980,Nanahoshi,11
5647,143323,Stak Bots,11
5647,143981,VOLT: Robot Battle Arena,11
5647,144270,Relic Runners,11
5647,144492,Packet Row,11
5647,144587,Atacama,11
5647,144761,"Going, Going, GONE!",11
5647,144790,Angry Dice,11
5647,145722,Eat Me If You Can!,11
5647,146408,Sentinel Tactics: The Flame of Freedom,11
5647,146922,Chain of Command,11
5647,147021,Hollywood,11
5647,147241,Oaxaca: Crafts of a Culture,11
5647,147623,Friese's Landlord,11
5647,148381,Ikonikus,11
5647,148531,Barrel Dice,11
5647,149119,Spirits of the Rice Paddy,11
5647,150005,Lock 'n Load Tactical: Heroes of Normandy,11
5647,150010,Tiger Leader,11
5647,150294,COGZ,11
5647,151446,La Fallera Calavera,11
5647,151771,La Cosa Nostra,11
5647,152510,The Lord of the Rings: The Return of the King Deck-Building Game,11
5647,153103,Mensch ärgere Dich nicht: Das Kartenspiel,11
5647,153225,Pick-a-Seal,11
5647,153480,Scharfe Schoten,11
5647,153481,Cherry Picking,11
5647,153497,This Town Ain't Big Enough for the 2-4 of Us,11
5647,154428,Trekking the National Parks,11
5647,154510,Shadows of Malice,11
5647,154515,Vampir Mau Mau,11
5647,154519,Time Barons,11
5647,154880,Voodoo,11
5647,156007,Mound Builders,11
5647,156457,Gloobz,11
5647,156501,Greenland,11
5647,159375,Prime Climb,11
5647,159868,Sellswords,11
5647,161297,Paradox,11
5647,161383,LIE,11
5647,162152,Ciúb,11
5647,163354,Cypher,11
5647,163937,World of Yo-Ho,11
5647,164159,BUS,11
5647,164354,Kryptos,11
5647,164506,Biblios Dice,11
5647,164589,Roar-a-Saurus,11
5647,164865,B-Sieged: Sons of the Abyss,11
5647,165469,Council of Verona (Second Edition),11
5647,165797,Der unendliche Fluss,11
5647,166988,Wizards of the Wild,11
5647,168788,Rum & Bones,11
5647,169464,Defenders of the Last Stand,11
5647,169675,L'osti d'jeu,11
5647,170146,Dark Seas,11
5647,170415,Dungeon of Fortune,11
5647,171226,Starfighter,11
5647,171356,Argonauts,11
5647,171431,The Maiden in the Forest,11
5647,171492,Vienna,11
5647,171542,Gum Gum Machine,11
5647,171663,Attila,11
5647,172064,Rally Up!,11
5647,172385,Porta Nigra,11
5647,172600,Dungeon Busters,11
5647,173018,Grimslingers,11
5647,173200,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,11
5647,173504,"The Greatest Day: Sword, Juno, and Gold Beaches",11
5647,173574,1836Jr,11
5647,174093,Maze Racers,11
5647,174192,Daxu,11
5647,175023,Crows Overkill,11
5647,175334,The Undercity: An Iron Kingdoms Adventure Board Game,11
5647,177541,Terrible Monster,11
5647,178134,London Dread,11
5647,179182,Dojo Kun,11
5647,179259,Garbage Day!,11
5647,179280,Trivial Pursuit: Harry Potter – Volume 1,11
5647,179661,KINMO,11
5647,179794,Me Want Cookies!,11
5647,179835,Stellar Conflict,11
5647,180761,Dreamwell,11
5647,180901,Joraku,11
5647,181327,Die holde Isolde,11
5647,181867,3 sind eine zu viel!,11
5647,181955,Sarkophag,11
5647,181956,Römisch Pokern,11
5647,181959,Gipfelkraxler,11
5647,182218,Hoax (Second Edition),11
5647,183346,My Very First Games: Little Garden,11
5647,183400,Silly Shenanigans,11
5647,183685,"Mr. President: The American Presidency, 2001-2020",11
5647,183720,Cargolino Valentino,11
5647,184371,Justice League: Hero Dice – Batman,11
5647,184372,Justice League: Hero Dice – Superman,11
5647,184866,Wings for the Baron (Second Edition),11
5647,186212,Win/Lose Revolution,11
5647,187104,4 Gods,11
5647,187959,Senseï,11
5647,188021,Doughnut Drive-Thru,11
5647,188390,Enemy Coast Ahead: The Doolittle Raid,11
5647,189030,De Slimste Mens ter Wereld: Het Bordspel,11
5647,189160,Top That!,11
5647,189453,Victorian Masterminds,11
5647,189603,Flower Fairy,11
5647,190333,Fire of Eidolon,11
5647,191065,Castle Flutterstone,11
5647,191374,Telepathy: Magic Minds,11
5647,191895,Toddles-Bobbles,11
5647,192508,The Goonies: Adventure Card Game,11
5647,193164,Macroscope,11
5647,193212,Chariot Race,11
5647,193328,Blanc-Manger Coco,11
5647,193483,Dwar7s Fall,11
5647,193953,Mistfall: Heart of the Mists,11
5647,194196,Kharnage,11
5647,194230,Attack on Titan: Deck-Building Game,11
5647,194523,HMS Dolores,11
5647,194690,Viral,11
5647,194986,Deep Future,11
5647,195242,Tanks: Panther vs Sherman,11
5647,195503,City of Iron: Second Edition,11
5647,195515,The Chosin Few,11
5647,196217,18Ireland,11
5647,197178,DIG,11
5647,198487,Smash Up: Cease and Desist,11
5647,198611,Mondrian: The Dice Game,11
5647,198836,3 Wishes,11
5647,199790,Encantados,11
5647,199904,Pericles: The Peloponnesian Wars,11
5647,201478,Problem Picnic: Attack of the Ants,11
5647,201557,Odyseja,11
5647,201812,Mageling,11
5647,203420,Exit: The Game – The Abandoned Cabin,11
5647,203710,Cake Duel,11
5647,203715,The Shooting Party,11
5647,204184,Risk: Europe,11
5647,204728,BattleCON: Trials of Indines,11
5647,205308,Jolly & Roger,11
5647,205477,Vengeance,11
5647,206805,"Agricola, Master of Britain",11
5647,206925,Black DOG,11
5647,207487,Freak Shop,11
5647,207783,POW!,11
5647,209280,Family Plot,11
5647,209450,Länder toppen!,11
5647,210113,Tank Chess,11
5647,210663,Tribes: Early Civilization,11
5647,211533,Veggie Garden,11
5647,212873,Level 8: Das Kartenspiel,11
5647,214996,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",11
5647,215469,The Pyramid's Deadline,11
5647,215565,Roads to Gettysburg II: Lee Strikes North,11
5647,215614,Khan of Khans,11
5647,216974,King's Road,11
5647,217015,Level 8 Master,11
5647,217428,Rory's Story Cubes: Fantasia,11
5647,217447,Tembo,11
5647,217554,Dr. Microbe,11
5647,217609,The Wars of Marcus Aurelius,11
5647,218509,Empires of the Void II,11
5647,218957,Café Fatal,11
5647,220341,Secrets of the Lost Station,11
5647,220588,"Gandhi: The Decolonization of British India, 1917 – 1947",11
5647,220598,Ladder 29,11
5647,220632,Monster Slaughter,11
5647,220778,Sticky Chameleons,11
5647,222821,Powerships,11
5647,223151,Entropy: Worlds Collide,11
5647,223312,Little Big Fish,11
5647,224751,ROBiTs,11
5647,226146,Tower of Madness,11
5647,226610,What Do You Meme?,11
5647,226634,The Thing: Infection at Outpost 31,11
5647,227029,Sakura,11
5647,227273,Cosmogenesis,11
5647,227888,"Warhammer 40,000: Dark Imperium",11
5647,228409,Lusitania,11
5647,229006,Shadow Blades,11
5647,229218,A Game of Thrones: Catan – Brotherhood of the Watch,11
5647,229414,Tulip Bubble,11
5647,230064,Ninjitsu!,11
5647,230191,The Island of El Dorado,11
5647,230342,InBetween,11
5647,230667,Itchy Feet: The Travel Game,11
5647,230769,Who Goes There?,11
5647,232134,Wander: The Cult of Barnacle Bay,11
5647,232473,Ratland,11
5647,232520,Pioneers,11
5647,232666,Robin Hood and the Merry Men,11
5647,233033,Snowbirds,11
5647,233502,Katarenga,11
5647,233960,Ali Baba,11
5647,234477,Battle for Rokugan,11
5647,234511,My First Stone Age: The Card Game,11
5647,234948,Prehistory,11
5647,235467,"Boom, Bang, Gold",11
5647,235591,History of the World,11
5647,235867,Unicorn Glitterluck: A Party for Rosalie,11
5647,236781,Cerebria: The Inside World – Origin Box,11
5647,237023,Era of Kingdoms,11
5647,237174,"So Long, My World",11
5647,238164,The Faceless,11
5647,239472,Abomination: The Heir of Frankenstein,11
5647,240744,Fire in the Library,11
5647,241490,Pool Party,11
5647,241796,Nut So Fast,11
5647,244082,Outback,11
5647,244948,Brains Family: Burgen & Drachen,11
5647,245389,Word Slam Family,11
5647,246094,PJ Masks: Team of Heroes,11
5647,246201,Lincoln,11
5647,246531,Star Trek Fluxx,11
5647,246535,DC Deck-Building Game: Rebirth,11
5647,246812,Brothers,11
5647,247182,Flashpoint: South China Sea,11
5647,247360,Junk Orbit,11
5647,247585,Waste Knights: Second Edition,11
5647,247730,Poc!,11
5647,248584,Pantone: The Game,11
5647,248900,Ceylon,11
5647,249047,The Abandons,11
5647,249658,Burger Party,11
5647,249768,My First Adventure: Finding the Dragon,11
5647,249816,Taco vs. Burrito,11
5647,249833,Monopoly Gamer: Mario Kart,11
5647,250463,Stadt Land Vollpfosten: Classic Edition,11
5647,251442,Liberation,11
5647,251538,Star Wars: Han Solo Card Game,11
5647,252323,The Incredibles: Save the Day Game,11
5647,252399,Vast: The Mysterious Manor,11
5647,252752,Genotype: A Mendelian Genetics Game,11
5647,253368,Kingswood,11
5647,253398,Lost Cities: Rivals,11
5647,253499,A War of Whispers,11
5647,253807,The Few and Cursed,11
5647,254189,Snow White and the Seven Dwarfs: A Gemstone Mining Game,11
5647,256067,Cupcake Empire,11
5647,256509,The One Hundred Torii,11
5647,256513,Animal Kingdoms,11
5647,256623,Realm of Sand,11
5647,256877,Hail Hydra,11
5647,257066,Sierra West,11
5647,257349,Bugs on Rugs,11
5647,257836,Narabi,11
5647,257987,The Towers of Arkhanos,11
5647,258131,1759 Siege of Quebec,11
5647,258135,Wild Assent,11
5647,258636,Looterz: Rigor Mortis,11
5647,259298,The Ancient World (Second Edition),11
5647,260710,Amul,11
5647,261342,Old West Empresario,11
5647,262941,Dominant Species: Marine,11
5647,264141,Kodachi,11
5647,265912,Selfish: Space Edition,11
5647,266447,Greenland (Third Edition),11
5647,266448,Imperium: The Contention,11
5647,266504,Dig Your Way Out,11
5647,267009,Rome & Roll,11
5647,267144,Banana Joe,11
5647,267271,Egizia: Shifting Sands,11
5647,267475,Stay Cool,11
5647,268191,Dice Throne: Season Two – Battle Chest Champion Edition,11
5647,268665,Suzume-Jong,11
5647,268952,Crazy Tower,11
5647,269456,"Interceptor Ace: Daylight Air Defense Over Germany, 1943-44",11
5647,270443,Misty,11
5647,270636,My Farm Shop,11
5647,271064,Ascension: Skulls & Sails,11
5647,271774,Sherlock Express,11
5647,272409,Tiny Epic Tactics,11
5647,272666,Psychic Pizza Deliverers Go to the Ghost Town,11
5647,272692,Medieval Pong,11
5647,273779,Under Falling Skies: A 9-Card Print-and-Play Game,11
5647,274090,Lanterns Dice: Lights in the Sky,11
5647,274124,Northgard: Uncharted Lands,11
5647,276296,Finger Guns at High Noon,11
5647,276386,Caesar: Rome vs. Gaul,11
5647,276633,Rossio,11
5647,276924,Time Chase,11
5647,277538,1822MX,11
5647,280032,Fossilis,11
5647,281514,Escape from the Asylum,11
5647,282033,Wing Leader: Victories 1940-1942 (Second Edition),11
5647,282278,Drachensachen,11
5647,282776,Tumble Town,11
5647,283212,MonsDRAWsity,11
5647,283289,ClipCut Parks,11
5647,284446,Wonder Tales,11
5647,284778,Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex,11
5647,284842,"So, You've Been Eaten",11
5647,284982,Drako: Knights & Trolls,11
5647,285536,Cloaked Cats,11
5647,286358,Commands & Colors Tricorne: Jacobite Rising,11
5647,286788,Gift of Tulips,11
5647,287198,Ka Pai,11
5647,287222,Juices,11
5647,287732,Solar Draft,11
5647,288254,Simplicity,11
5647,291431,Share it!,11
5647,291549,Go Slow!,11
5647,292187,1861: Railways of the Russian Empire & 1867: Railways of Canada,11
5647,293264,Monsters on Board,11
5647,293458,Ligretto Kids,11
5647,294230,Remember Our Trip,11
5647,294294,Letterpress,11
5647,296238,Sea of Legends,11
5647,296557,Zen Garden,11
5647,296694,BattleTech: A Game of Armored Combat,11
5647,297486,Ride the Rails,11
5647,298164,Volle Weide,11
5647,298624,Imagician,11
5647,299908,Squire for Hire: Mystic Runes,11
5647,299960,Alma Mater,11
5647,299963,Picture Perfect,11
5647,300099,Animix,11
5647,300765,Quiz Club,11
5647,301665,DC Deck-Building Game: Dark Nights – Metal,11
5647,302933,Kodama Forest,11
5647,303551,Polis,11
5647,303648,Disney Hocus Pocus: The Game,11
5647,304324,Dive,11
5647,304450,Detective Charlie,11
5647,306257,18 Los Angeles,11
5647,306321,Night of the Ninja,11
5647,307450,The Number,11
5647,307844,Atheneum: Mystic Library,11
5647,307862,Dollars to Donuts,11
5647,308565,Roll n Cook,11
5647,309430,Tiny Epic Pirates,11
5647,309698,Roar and Write!,11
5647,310636,Drakborgen,11
5647,310957,SlingPuck,11
5647,311330,P for Pizza,11
5647,311475,Masters of the Universe: The Board Game – Clash for Eternia,11
5647,311930,Block and Key,11
5647,313129,18MS: The Railroads Come to Mississippi,11
5647,313241,Micons,11
5647,313718,Hibachi,11
5647,313807,Oros,11
5647,313822,Tic Tac Match,11
5647,314589,Night Parade of a Hundred Yokai,11
5647,314745,Now or Never,11
5647,317983,Anansi,11
5647,319107,Sebastian Fitzek Killercruise,11
5647,319263,One Card Dungeon,11
5647,319320,Wok and Roll,11
5647,319402,Silencio,11
5647,322039,The Key: Sabotage at Lucky Llama Land,11
5647,322564,Fjords,11
5647,322697,Revolver Noir,11
5647,324657,Core Space: First Born,11
5647,325545,Drone Home,11
5647,325555,Cantaloop: Book 1 – Breaking into Prison,11
5647,325829,Let's Summon Demons,11
5647,326767,Infinity N4: Core Rules,11
5647,327797,Monopoly Bid,11
5647,328124,Bot Factory,11
5647,328289,Roll 'em Fold 'em,11
5647,328624,Block Ness,11
5647,328636,Chai (Deluxe Edition),11
5647,328866,My Father's Work,11
5647,329227,Betta,11
5647,329812,The Genius Star,11
5647,330950,Age of Galaxy,11
5647,331635,Kameloot,11
5647,332386,Brew,11
5647,334100,American Tank Ace: 1944-1945,11
5647,334216,Thunder Rolls,11
5647,335116,Motor City,11
5647,336552,Mystic Paths,11
5647,337864,Five Parsecs From Home: Solo Adventure Wargaming,11
5647,337961,Transformers Deck-Building Game,11
5647,338760,Imperial Steam,11
5647,339924,Hot Lead,11
5647,339958,Gutenberg,11
5647,340288,Kids Chronicles: Quest for the Moon Stones,11
5647,340722,Smart10: Family,11
5647,340899,Gasha,11
5647,341284,Dungeon Lite: Orcs and Knights,11
5647,341496,Caesar's Empire,11
5647,341512,En Las Cenizas,11
5647,341945,La Granja: Deluxe Master Set,11
5647,341963,Tides,11
5647,341974,Power Plants,11
5647,342019,60 Second City,11
5647,342073,Berried Treasure,11
5647,342638,Biotopia,11
5647,342921,The British Way: Counterinsurgency at the End of Empire,11
5647,343121,Fast Drive Football,11
5647,343133,Dictopia,11
5647,343566,TRICKTAKERs,11
5647,343745,Deckula!,11
5647,344841,All Is Bomb,11
5647,345266,Tales from the Red Dragon Inn,11
5647,345887,Dice Kingdoms of Valeria,11
5647,345888,Siege of Valeria,11
5647,346747,Pier 18,11
5647,346950,Into the Blue,11
5647,347604,Exit Adventskalender pro: Das verrückte Zeitreise-Museum,11
5647,349490,Sabacc,11
5647,350205,Horseless Carriage,11
5647,350469,Nine-minute Kingdom,11
5647,350689,Wormholes,11
5647,350759,Vault: A Solitaire Dice Game,11
5647,351666,Vidrasso,11
5647,352591,The Royal Limited,11
5647,353546,Museum Suspects,11
5647,353921,Legends of Hellas,11
5647,354031,Smart10: Harry Potter,11
5647,354544,Unmatched: Houdini vs. The Genie,11
5647,354866,Dice Conquest,11
5647,355850,UNO Ultimate,11
5647,355997,Thunder Road: Vendetta – Maximum Chrome,11
5647,356238,Terra Mystica: Big Box,11
5647,356381,Fish Tank,11
5647,356742,KuZOOkA,11
5647,356909,Hand-to-Hand Wombat,11
5647,357991,Dobro,11
5647,358085,Village Rails,11
5647,358504,Betrayal at House on the Hill: 3rd Edition,11
5647,359175,It's a Bomb!,11
5647,359438,Skymines,11
5647,359838,Almost Innocent,11
5647,359857,Winter,11
5647,362541,Ticket to Ride: San Francisco,11
5647,363039,13 Words,11
5647,363481,Fancy Feathers,11
5647,364405,Carcassonne Big Box 7,11
5647,364641,Joan of Arc: Orléans Draw & Write,11
5647,365453,Look at the Stars,11
5647,365455,Colossus,11
5647,366322,Skoventyr,11
5647,368109,Armadillo,11
5647,369270,Astra,11
5647,370597,Fugitive (Second Edition),11
5647,373284,Crack List,11
5647,376472,Noobs in Space,11
5647,377420,Mind Space,11
5647,377793,Jekyll & Hyde vs Scotland Yard,11
5647,379343,Unfinished Business,11
5647,380607,Great Western Trail: New Zealand,11
5647,382035,Cursed!?,11
5647,382960,Line-it,11
5647,383499,Witchcraft!,11
5647,383607,Barcelona,11
5647,386136,"Warhammer 40,000 (Tenth Edition)",11
5647,396655,Quicksand,11
5647,396790,Nucleum,11
5647,397598,Dune: Imperium – Uprising,11
5647,398947,Battle Card: Series 1,11
5647,399376,For One: Number Up,11
5647,400205,5 Towers,11
5647,400314,Apiary,11
6434,16,MarraCash,10
6434,20,Full Metal Planète,10
6434,31,Dark World,10
6434,59,Giganten,10
6434,72,Verräter,10
6434,146,Buy Low Sell High,10
6434,263,Manitou,10
6434,265,Intrigue,10
6434,279,The Very Clever Pipe Game,10
6434,296,Medieval Merchant,10
6434,350,Hattrick,10
6434,359,Bucket Brigade,10
6434,389,Die Mauer,10
6434,414,Around the World in 80 Days,10
6434,416,A to Z,10
6434,459,Ausgebremst,10
6434,484,Stratego Legends,10
6434,534,N.Y. Chase,10
6434,607,Honor of the Samurai,10
6434,633,Elixir,10
6434,669,Plague & Pestilence,10
6434,697,Conspiracy,10
6434,716,Pizza Party,10
6434,718,Galaxy: The Dark Ages,10
6434,723,The Uncanny X-Men Alert Adventure Game,10
6434,765,Space Walk,10
6434,828,Wizards,10
6434,840,Corsairs,10
6434,861,Weapons & Warriors: Castle Combat Set,10
6434,909,Saturn,10
6434,936,The Fury of Dracula,10
6434,951,Football Strategy,10
6434,983,Tangoes,10
6434,990,90 Grad,10
6434,1143,Warrior Knights,10
6434,1144,The Warlock of Firetop Mountain,10
6434,1149,Dragon Strike,10
6434,1155,Capitol,10
6434,1190,Continuo,10
6434,1211,Race Through Space,10
6434,1212,Nuclear Proliferation,10
6434,1213,Nuclear Escalation,10
6434,1216,Mystery Garden,10
6434,1244,Meander,10
6434,1262,Axis & Allies: Pacific,10
6434,1297,Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition,10
6434,1298,Monopoly: Star Wars,10
6434,1323,Cry Havoc,10
6434,1370,The Classic Dungeon,10
6434,1423,Storm over Arnhem,10
6434,1426,Lord of the Rings: The Search,10
6434,1464,Duo,10
6434,1496,Imperium Romanum II,10
6434,1506,Conquistador: The Age of Exploration,10
6434,1520,Monad,10
6434,1551,Sub Search,10
6434,1590,Stocks & Bonds,10
6434,1631,Barbarian Prince,10
6434,1645,War of 1812,10
6434,1891,Portal,10
6434,1901,Star Fleet Battle Force,10
6434,1920,The Business Game,10
6434,1962,Tribond,10
6434,2073,Sixth Fleet: Modern Naval Combat in the Mediterranean,10
6434,2081,The Civil War 1861-1865,10
6434,2087,Magic Dance,10
6434,2135,On the Edge,10
6434,2156,Arch Rival,10
6434,2229,Spiel,10
6434,2250,Midway,10
6434,2301,The New Dungeon!,10
6434,2314,Off to the Tower,10
6434,2318,Scrabble Junior,10
6434,2368,Battlecars,10
6434,2412,Wordthief,10
6434,2421,Tell Me: The Grand Quiz Game,10
6434,2456,The Hobbit: The Defeat of Smaug,10
6434,2535,Valley of the Mammoths,10
6434,2542,Gargon,10
6434,2543,Pompeji,10
6434,2573,"Rivers, Roads & Rails",10
6434,2598,Tank Battle,10
6434,2602,Solitaire for Two,10
6434,2607,Totopoly,10
6434,2640,Babylon 5 Collectible Card Game,10
6434,2740,Jumbo Jet,10
6434,2748,"Thirty Years War: Europe in Agony, 1618-1648",10
6434,2792,Coco Crazy,10
6434,2794,Spinball,10
6434,2833,Wanted!,10
6434,2857,Jungle Jam,10
6434,2872,Terrace,10
6434,2879,Encore,10
6434,2884,Pathfinder,10
6434,2940,A Dog's Life,10
6434,2947,Broker,10
6434,2962,Inner Circle,10
6434,3057,Warp 6,10
6434,3084,Buccaneer,10
6434,3119,Haste Worte?,10
6434,3139,Goldland,10
6434,3154,Nautilus,10
6434,3202,RAF,10
6434,3208,Dragonland,10
6434,3263,Ukraine '43,10
6434,3269,Clue: The Card Game,10
6434,3370,Connections,10
6434,3394,Monopoly: The Simpsons,10
6434,3435,Zwergen Ziehen,10
6434,3517,Tornado Rex,10
6434,3553,Close Action: The Age of Fighting Sail Vol. 1,10
6434,3563,The Lord of the Rings: The Fellowship of the Ring,10
6434,3595,Squint,10
6434,3613,Air Superiority,10
6434,3702,Topple,10
6434,3705,Contraband,10
6434,3806,UNO: Star Trek,10
6434,3893,Full Thrust,10
6434,3914,Splat!,10
6434,3921,Street Illegal,10
6434,3945,Forbidden Bridge,10
6434,4001,Space Marine,10
6434,4219,Goal,10
6434,4385,A Gamut of Games,10
6434,4388,"Rome: Imperium, Circus Maximus, Hannibal vs Rome",10
6434,4393,Elevator Eddie,10
6434,4394,The Settlers of the Stone Age,10
6434,4401,Canal Grande,10
6434,4427,Super Cluedo Challenge,10
6434,4753,King's Gate,10
6434,4789,Trivial Pursuit: Genus III,10
6434,4845,Star Wars: Escape from Death Star Game,10
6434,4864,Scene It?: The DVD Movie Game,10
6434,4907,PAC-MAN Game,10
6434,4953,1313 Dead End Drive,10
6434,5002,Pro Golf,10
6434,5014,Hands Up,10
6434,5015,Don't Spill the Beans,10
6434,5205,G.E.V.,10
6434,5242,The Game of Y,10
6434,5312,Family Feud,10
6434,5316,"Warhammer Epic 40,000",10
6434,5455,Tobruk: Tank Battles in North Africa 1942,10
6434,5491,Time is Money,10
6434,5622,Pacific War: The Struggle Against Japan 1941-1945,10
6434,5791,Maelstrom,10
6434,5869,Mordred,10
6434,5960,Strike Force One: The Cold War Heats Up – 1975,10
6434,6387,Mr. Mouth,10
6434,6581,Korea: The Forgotten War,10
6434,6613,"Downtown: Air War Over Hanoi, 1965-1972",10
6434,6627,Scream Machine,10
6434,6719,Liberty: The American Revolution 1775-83,10
6434,6837,Electronic Battleship Advanced Mission,10
6434,6927,Hornet Leader,10
6434,6974,Barbu,10
6434,7400,LEGO Creator,10
6434,7514,Zombie Plague,10
6434,8041,Monopoly: The Lord of the Rings Trilogy Edition,10
6434,8273,Alexandros,10
6434,8308,3D Labyrinth,10
6434,8487,Ants in the Pants,10
6434,8490,Age of Napoleon,10
6434,8522,Ninja Burger,10
6434,8569,The Haunting House,10
6434,8690,Buzzword,10
6434,8784,Po-Ke-No,10
6434,8983,I.Q. 2000,10
6434,9017,Rummikub Rummy Dice Game,10
6434,9021,Sunken City,10
6434,9139,Marco Polo Expedition,10
6434,9201,Spy,10
6434,9202,Saga,10
6434,9251,Whot,10
6434,9293,Turbulent Top,10
6434,9354,Privacy,10
6434,9408,Dos Rios,10
6434,9589,Dog Dice,10
6434,9629,Gnostica,10
6434,9792,Oriente,10
6434,9794,Rummoli,10
6434,9825,Early American Chrononauts,10
6434,10559,Why Did the Chicken...?,10
6434,10575,Lightning Reaction,10
6434,10687,Tipsy Tower,10
6434,11106,"Warhammer 40,000: Rogue Trader",10
6434,11182,Super Scrabble,10
6434,11265,Wellington: The Peninsular War 1812-1814,10
6434,11385,Stratego: Lord of the Rings Trilogy Edition,10
6434,11628,Trivial Pursuit: Young Players Edition Master Game,10
6434,11821,Jotto,10
6434,11863,Rock Paper Scissors,10
6434,12205,In a Pickle,10
6434,12488,WARS Trading Card Game,10
6434,12608,Chess960,10
6434,12747,Scarabeo,10
6434,12996,Quips,10
6434,13115,Taki,10
6434,13271,Frantic Frankfurt,10
6434,13464,Alfapet,10
6434,13512,Imagem & Ação 2,10
6434,13676,The Perfect 10,10
6434,13751,Under the Shadow of the Dragon,10
6434,14001,Speed,10
6434,14054,Akaba,10
6434,14076,The Ladybug Game,10
6434,14423,Husker Du?,10
6434,14683,Men of Iron,10
6434,14953,Backpacker,10
