,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
20,21,811,10048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,28,24,,,,,,,868,25,,,,,,,,,3733,32,,,1393,9,,,,,,,59,24,,,821,17,,,,,,,,,,,,,,,171,7,,,,,,,,,,,80,19,,,,,,,,,,,,,,,45,86,177,36,,,,,,,,,,,483,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,5,,,45,23,,,,,,,,,,,,,481,11,,,,,342,12,,,62,7,243,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,822,9928,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,,,,,,,,,,,,,,,11,25,,,,,,,,,,,5,6,33,23,901,23,,,,,,,,,4733,23,3,30,482,22,,,,,,,176,6,,,367,33,,,,,,,,,,,,,,,38,24,,,,,,,,,,,80,20,,,,,,,,,,,,,,,353,23,610,18,,,,,,,,,,,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,16,5,15,68,14,,,,,,,,,,,,,412,14,,,,,134,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,5,,,,,,,,,,,,,,,,,,,,,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,12
22,23,2136,7626,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,,,,,,,,,,,,,,,,,,,,,,,156,9,,,,,,,2437,11,,,,,,,,,2374,47,8,9,171,48,,,,,254,3,,,,,236,52,,,,,,,,,,,,,,,,,,,,,89,8,,,,,107,15,,,,,,,,,,,,,,,217,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,523,11,,,,,,,,,,,,,,,,,509,9,,,,,,,,,,,62,69,,,,,,,,,,,,,,,,,48,9,,,,,,,,,3,3,,,242,11,,,,,,,,,,,,,,,80,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,97
23,24,2719,7386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79,,,,,,,,,,,,,27,26,563,37,,,,,,,,,5612,20,2,39,179,44,,,,,,,36,33,,,482,26,,,,,,,,,,,,,,,46,21,,,,,,,,,,,4,46,,,,,,,,,,,,,,,124,50,,,,,,,,,,,,,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,61,,,,,,,,,,,,,,,,,31,67,,,,,,,,,,,96,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,33,,,,,,,,,,,,,,,,,,,,,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,42
24,25,27443,7343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22,,,,,,,50,18,,,8,4,35,22,591,34,,,,,,,,,739,104,8,10,474,24,29,5,,,,,86,19,,,352,36,,,,,,,,,,,,,,,,,,,,,58,11,,,,,,,,,,,,,,,,,,,,,311,27,,,,,,,,,,,,,1239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,27,,,,,,,,,,,,,,,,,209,25,,,,,166,22,,,,,478,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311,2
25,26,2872,7238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7225,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,153
26,27,2952,7157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,,,,,,,,,,,,,100,10,649,30,,,,,,,,,3582,33,5,18,481,23,,,4,9,,,108,13,,,570,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,,,,,,,,,923,7,28,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,21,,,72,13,,,,,,,,,,,,,,,,,,,78,31,,,,,157,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,6819,7143,,,,,,,,,,,,,,,,,,,,,,,,,,,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,15,4344,4,,,,,,,,,1589,63,3,32,,,,,,,,,36,34,,,125,69,,,,,,,,,,,,,,,23,34,,,,,,,,,,,,,,,,,,,,,,,3,5,,,97,57,,,,,,,,,,,,,14,40,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,64,52,,,24,29,,,,,,,,,,,,,339,16,,,,,59,33,,,,,170,41,,,,,,,,,,,,,,,,,18,15,,,,,,,,,,,,,64,31,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,38
28,29,2392,6778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,29,,,,,,,75,14,,,,,,,564,36,,,,,,,,,3933,28,,,268,32,,,7,5,117,6,,,,,490,25,,,,,,,,,,,,,,,,,,,,,,,,,,,22,28,,,,,,,,,,,,,,,268,31,287,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,23,,,44,24,,,,,,,,,,,,,213,24,,,,,149,24,,,,,,,,,,,,,,,,,,,,,,,10,22,,,,,,,5,12,,,,,93,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,50
29,30,36218,6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,32,23,,,,,17,35,1293,18,,,,,,,,,3850,29,,,,,,,,,,,42,29,,,157,60,,,,,,,,,,,,,,,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,60,76,925,14,,,,,,,,,,,15,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,50,,,31,26,,,,,,,,,,,,,62,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,35
30,31,2398,6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,76,,,,,,,,,5821,19,5,17,,,,,,,,,17,53,,,348,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,45,,,,,,,,,,,,,,,,,32,65,,,,,,,,,,,163,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,51,,,,,,,,,,,,,,,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,3886,6263,,,,,,,,,,,,,,,,,,,,,,,,,,,125,6,,,,,,,,,,,,,,,11,30,,,,,,,,,,,,,107,9,2602,9,,,,,,,,,26,801,5,19,206,39,11,12,,,16,14,154,9,,,322,40,,,9,2,,,,,,,,,,,14,40,,,,,,,,,,,583,2,,,,,,,,,,,,,,,334,26,99,45,,,,,,,,,,,10,48,,,,,,,18,2,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,29,4,17,101,9,,,,,,,,,,,,,161,27,,,,,529,8,,,243,2,96,62,,,,,,,,,,,,,,,,,66,5,15,10,,,,,,,,,,,75,26,,,,,,,,,,,,,,,115,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,32
32,33,1111,6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,,,,,,,,,,,,,,,632,32,,,,,34,8,,,4273,25,,,441,25,,,,,,,,,,,315,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,2921,5860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80,,,,,,,,,,,,,,,441,43,,,,,,,,,3739,30,,,,,,,,,,,,,,,281,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,12,,,,,,,,,,,82,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,25,,,,,,,,,,,,,,,,,,,,,,,113,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,5894,5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,32,,,,,,,,,,,,,,,342,51,,,,,,,,,2456,44,,,416,27,,,,,,,34,35,,,350,37,,,,,,,,,,,,,,,67,17,,,,,,,,,,,,,,,,,,,,,,,,,,,181,39,703,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,53,,,,,,,,,,,,,,,,,,,,,,,205,19,,,,,822,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,16,,,,,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,2386,5584,,,,,,,,,,,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,28,,,,,,,16,33,,,,,,,,,,,,,,,,,2578,42,4,23,1566,8,,,,,,,58,25,,,312,43,,,,,,,,,,,,,,,35,27,,,,,,,,,,,24,27,,,,,,,,,,,,,,,210,36,,,,,,,,,,,,,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,141,8,,,,,,,,,,,,,66,41,,,,,49,37,,,,,9,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,18,,,,,,,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,15
36,37,41114,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5519,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,28,5464,,,,,,,,,,,143,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,48,,,,,,,,,3468,35,,,371,29,,,,,,,,,,,683,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,32,,,,,,,,,,,,,,,105,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,1258,5464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,22,,,,,,,1161,20,,,,,,,,,4243,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,6472,5417,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,60,,,,,,,,,3560,34,,,420,26,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,30,,,,,,,,,,,676,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,1917,5405,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,26,,,,,,,20,30,,,,,93,12,380,46,,,,,,,,,2886,38,2,38,396,28,,,,,59,9,11,66,,,339,39,,,,,,,,,,,,,,,94,13,,,,,,,,,,,,,,,,,,,,,,,,,,,165,42,,,,,,,,,,,,,21,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,8,,,22,30,,,,,,,,,,,,,,,,,,,,,,,,,97,60,,,,,,,,,,,,,,,,,9,25,,,,,,,,,,,,,50,35,,,,,,,,,,,,,,,,,,,,,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,48
41,42,39856,5303,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,,,,,,,,,,,,,,,15,20,,,,,,,47,19,,,,,,,350,49,,,,,,,,,2424,46,,,,,,,,,,,,,,,453,27,,,,,,,,,,,,,,,44,22,,,,,,,,,,,74,22,,,,,,,,,,,,,,,284,29,,,,,,,,,,,,,22,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,46,,,,,,,,,,,,,301,17,,,,,,,,,,,938,14,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,21
42,43,483,5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,59,,,,,,,,,,,,,8,50,224,62,,,,,,,,,3391,36,,,,,,,,,,,22,44,,,222,54,,,,,,,,,,,,,,,12,43,,,,,,,,,,,,,,,,,,,,,,,3,4,,,217,34,598,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,48,,,9,36,,,,,,,,,,,,,23,73,,,,,51,36,,,,,213,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,68,,,,,,,,,,,,,,,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,45
43,44,4192,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,55,17,,,,,49,19,1191,19,,,,,,,,,,,,,192,43,,,,,,,67,22,,,,,,,,,,,,,,,5,5,,,18,38,,,,,,,,,,,91,17,,,,,,,,,,,,,,,597,11,386,24,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,24,,,,,,,,,,,,,,,,,189,26,,,,,,,,,,,1858,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,24,,,,,,,,,,,,,,,,,,,,,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,11733,4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,101,,,,,,,5,1,944,92,,,,,,,,,,,,,,,225,53,,,,,,,,,,,,,,,,,,,,,313,2,,,,,10,38,,,,,,,,,,,,,,,3085,3,41,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,95,3,,,,,40,6,,,,,16,66,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
45,46,5242,4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602,24,,,8,121,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,2281,4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,27,,,,,,,,,,,,,,,,,,,,,,,,,2612,41,,,1140,11,,,,,,,,,,,273,48,,,,,,,,,,,,,,,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,154,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,18011,4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,11,33,,,,,,,44,20,,,,,,,171,82,,,,,,,,,1600,62,7,11,497,21,6,15,,,,,10,70,,,129,67,,,,,,,,,,,,,,,32,28,12,5,,,,,,,,,22,29,,,,,,,,,,,,,,,47,83,720,16,,,,,,,,,,,27,24,,,,,,,7,3,,,,,,,,,,,,,,,6,5,,,,,37,7,,,,,,,,,,,,,30,65,8,11,5,44,,,,,,,,,,,,,60,46,,,,,118,26,,,,,385,30,,,,,,,,,,,,,7,6,6,3,13,18,,,,,,,,,,,,,12,72,,,,,13,4,,,,,,,,,37,20,,,,,10,22,,,1,2,,,,,42,11,,,,,,,,,,,,,,,,,,,,
48,49,1269,4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,17,,,,,,,,,2080,52,,,,,,,,,,,475,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,2785,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,5,,,,,,,,,,,,,29,25,223,64,,,,,,,,,460,149,,,1898,6,,,7,6,,,3,127,,,573,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,24,34,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,15,,,,,,,,,,,,,,,5,1,38,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,10,131
50,51,9209,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75,,,,,,,,,,,,,20,30,282,57,,,,,,,,,2801,40,,,24,95,,,,,,,131,12,,,8,294,,,,,,,,,,,,,,,,,,,,,,,,,,,11,35,,,,,,,,,,,,,,,133,45,3,95,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,93,42,5,16,60,17,,,,,,,,,,,,,105,34,,,,,,,,,,,214,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,36,,,,,,,,,13,10,,,,,,,,,,,,,,,,,,,,,64,7,,,,,,,,,,,,,,,,,,,,
51,52,4112,3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,34,,,,,,,,,,,,,31,24,188,75,,,,,,,,,2022,53,2,40,258,34,,,3,11,,,,,,,244,51,,,,,,,,,,,,,,,27,32,,,,,,,,,,,,,,,,,11,15,,,,,,,,,131,47,93,46,,,,,,,,,,,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,35,,,16,31,,,,,,,,,,,,,238,22,,,,,159,23,,,,,163,44,,,,,,,,,,,,,,,,,10,24,,,,,,,,,,,,,13,69,,,,,,,,,105,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,29
52,53,30549,3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,41,,,,,,,173,81,,,,,,,,,2865,39,,,,,,,,,,,,,,,183,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,70,327,25,,,,,,,,,,,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,43,,,13,32,,,,,,,,,,,,,,,,,,,,,,,,,105,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,74,3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,13713,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,45,20,633,31,,,,,,,,,1356,68,,,200,40,,,1,13,,,21,46,,,411,29,,,,,,,,,,,,,,,38,26,,,,,,,,,,,,,,,,,,,,,,,,,,,103,55,248,30,,,,,,,,,,,,,,,,,,,,,,,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,33,,,,,193,21,,,,,20,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,44,,,,,,,,,,,,,,,117,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,26
55,56,1293,3448,,,,,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,46,,,,,,,8,45,,,,,,,133,100,,,,,,,,,2557,43,,,144,49,,,,,,,29,37,,,155,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,30,,,,,,,,,,,,,,,,,41,55,,,,,43,40,,,,,144,49,,,,,,,,,,,,,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,2086,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,18,,,,,,,,,,,24,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,77,872,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,29,,,,,510,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,18
