bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
2136,11459,21,,,,,,,,,,,,,,,,,,,,,,,,,,,169,8,,,,,,,,,,,,,,,,,,,,,,,260,7,,,,,,,4126,6,,,,,,,,,2973,45,3,36,210,45,,,,,242,3,,,,,264,56,,,,,,,,,,,,,,,,,,,,,212,6,,,231,10,,,,,,,,,,,,,,,428,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,,,,,,,,,723,9,,,,,,,,,,,,,,,,,917,6,,,,,,,,,,,72,71,,,,,,,,,,,,,,,,,137,4,,,,,,,,,3,3,,,250,10,,,,,,,,,,,,,,,,,179,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,56
5072,10646,22,,,,,,,,,,,9,16,,,,,,,,,,,,,,,8,19,,,,,31,2,,,,,,,,,13,28,,,,,,,,,,,,,124,7,670,44,,,,,,,,,7623,16,9,14,96,65,,,,,,,,,,,513,37,,,,,,,,,,,,,14,3,,,298,2,,,,,,,,,,,,,212,9,,,,,,,,,131,66,312,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,,19,2,,,141,2,,,,,,,,,,,,,,,42,63,10,10,97,10,,,,,,,,,,,,,,,,,,,,,,,,,153,54,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,30,53,,,,,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,57
39856,10263,23,,,,,,,,,,,,,,,,,,,,,,,,,,,181,7,,,,,,,,,,,,,,,54,7,,,,,,,103,14,,,,,22,30,867,36,,,,,,,,,3790,37,,,,,,,,,,,,,,,1096,15,,,,,,,,,,,,,,,59,23,,,,,,,,,172,15,,,,,,,,,,,,,,,1066,10,,,,,,,,,,,,,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53,,,,,,,,,,,,,655,9,,,,,,,,,,,1746,14,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,17
5432,10032,24,,,,,,,,,,,115,8,,,12,2,,,,,,,,,,,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,66,,,,,,,,,6547,19,,,1533,12,,,,,110,7,11,84,,,193,68,,,,,,,,,,,,,2,4,103,14,66,3,,,,,,,,,,,,,269,6,,,,,,,,,137,63,89,49,,,,,,,,,,,9,48,,,,,,,,,,,,,,,,,26,5,,,,,,,5,6,,,16,3,,,,,,,,,,,,,,,97,47,23,3,38,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,16,3,,,200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,50
27443,9671,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,29,,,,,,,47,21,,,10,7,34,23,837,38,,,,,,,,,971,101,5,30,805,21,21,10,,,,,76,24,,,466,39,,,,,,,,,,,,,,,,,,,,,58,12,,,,,,,,,,,,,,,,,,,493,25,,,,,,,,,,,,,2208,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,30,,,,,,,,,,,,,,,,,389,20,,,,,439,10,,,,,739,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857,4
6819,9573,26,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,19,6344,2,,,,,,,,,1740,65,8,20,,,,,,,,,24,46,,,304,50,,,,,,,,,,,,,,,29,33,,,,,,,,,,,,,,,,,,,,,16,3,,,117,70,,,,,,,,,,,,,9,49,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,76,53,,,19,33,,,,,,,,,,,,,364,22,,,,,74,34,,,,,172,50,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,90,28,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,40
2952,8965,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,11,,,,,,,,,,,,,94,9,1071,27,,,,,,,,,4058,35,8,17,921,19,,,12,7,,,135,13,,,963,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,,,,,,,,,768,15,37,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,22,,,83,13,,,,,,,,,,,,,,,,,,,118,28,,,,,145,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,8927,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79,,,,,,,,,,,,,33,24,731,42,,,,,,,,,6299,21,2,42,274,35,,,,,,,36,36,,,760,27,,,,,,,,,,,,,,,74,18,,,,,,,,,18,39,,,,,,,,,,,,,,,241,43,,,,,,,,,,,,,13,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,50,,,,,,,,,,,,,,,,,55,49,,,,,,,,,,,168,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,45,,,,,,,,,,,,,,,,,,,,,,,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,32
2392,8731,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,24,,,,,,,92,16,,,,,,,976,31,,,,,,,,,4499,32,,,332,33,,,15,3,113,6,,,,,904,22,,,,,,,,,,,,,,,,,,,,,,,,,18,38,,,,,,,,,,,,,,,382,30,361,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,27,,,32,27,,,,,,,,,,,,,426,18,,,,,139,26,,,,,,,,,,,,,,,,,,,,,,,6,26,,,,,,,16,10,,,,,152,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,44
2921,8335,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50,,,,,,,,,,,,,,,611,45,,,,,,,,,5413,24,,,,,,,,,,,,,,,318,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,9,,,,,,,,,,,78,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,24,,,,,,,,,,,,,,,,,,,,,,,256,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,8262,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,73,,,,,,,,,6958,18,7,23,,,,,,,,,14,74,,,632,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,51,,,,,,,,,,,,,,,,,26,70,,,,,,,,,,,165,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,49,,,,,,,,,,,,,,,,,43,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,8218,32,,,,,,,,,,,,,,,,,,,,,,,,,,,319,4,,,,,,,,,,,,,,,13,27,,,,,,,,,,,,,93,10,3452,10,,,,,,,,,15,941,8,18,280,34,11,13,,,22,11,103,18,,,488,38,,,11,3,,,,,,,,,,,33,31,,,,,,,,,660,2,,,,,,,,,,,,,,,622,23,111,45,,,,,,,,,,,19,34,,,,,,,,,16,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,40,11,9,102,8,,,,,,,,,,,,,306,24,,,,,389,11,,,337,2,210,47,,,,,,,,,,,,,,,,,78,8,5,14,,,,,,,,,,,73,30,,,,,,,,,,,,,,,,,254,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,42
1111,7861,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,,,,,,,,,,,,,,,996,29,,,,,59,8,,,4657,31,,,655,23,,,,,,,,,,,336,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,7306,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,35,,,,,6,58,428,56,,,,,,,,,5430,23,,,,,,,,,,,,,,,349,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,55,351,27,,,,,,,,,,,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,36,,,21,30,,,,,,,,,,,,,,,,,,,,,,,,,307,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41114,7275,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7170,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,7239,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,,,,,,,,,,,,,24,28,539,49,,,,,,,,,5050,26,,,45,88,,,,,,,103,19,,,12,313,,,,,,,,,,,,,,,,,,,,,,,,,23,33,,,,,,,,,,,,,,,299,36,5,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,235,21,2,16,75,15,,,,,,,,,,,,,251,26,,,,,,,,,,,432,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,25,,,,,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,
5894,7203,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,,,,,,,,,,,,,,,510,53,,,,,,,,,2957,47,,,376,31,,,,,,,46,32,,,341,44,,,,,,,,,,,,,,,72,20,,,,,,,,,,,,,,,,,,,,,,,,,316,34,722,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,41,,,,,,,,,,,,,,,,,,,,,,,241,21,,,,,1317,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,16,,,,,57,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,6920,38,,,,,,,,,,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,26,,,,,,,27,28,,,,,,,,,,,,,,,,,2933,49,8,16,2287,7,,,,,,,58,26,,,435,40,,,,,,,,,,,,,,,47,25,,,,,,,,,42,26,,,,,,,,,,,,,,,287,37,,,,,,,,,,,,,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,69,16,,,,,,,,,,,,,89,41,,,,,80,33,,,,,14,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,27,,,,,,,,,,,16,12,,,,,,,,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,15
36218,6640,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,,64,18,,,,,5,68,1077,26,,,,,,,,,3888,36,,,2,126,,,,,,,25,44,,,215,64,,,,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,,,,,,,,,131,67,765,16,,,,,,,,,,,10,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,31,,,32,28,,,,,,,,,,,,,59,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,29
3955,6481,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,44,,,,,,,15,41,,,,,,,204,94,,,,,,,,,2569,51,,,495,27,,,,,,,,,,,662,29,,,,,,,,,,,,,,,,,,,,,,,,,105,20,,,,,,,,,,,,,,,1168,7,,,,,,,,,,,,,421,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,8
1258,6449,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,,,,,,,1416,20,,,,,,,,,4948,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,6439,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,2,,,,,,,,,,,,,19,34,336,65,,,,,,,,,614,136,7,24,2563,5,,,14,4,,,,,,,1134,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,14,62,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,8,,,,,,,,,,,,,,,5,1,27,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,30,68
483,6061,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54,,,,,,,,,,,,,21,31,275,77,,,,,,,,,4148,33,,,,,,,,,,,22,49,,,300,51,,,,,,,,,,,,,,,20,36,,,,,,,,,,,,,,,,,,,,,9,6,,,240,44,388,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,45,,,12,35,,,,,,,,,,,,,32,64,,,,,36,44,,,,,273,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,39,,,,,,,,,,,,,,,,,71,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,41
2281,5741,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,,,,,,,,,,,,,,,,,,,,,,,,,3613,38,,,1268,15,,,,,,,,,,,359,42,,,,,,,,,,,,,,,45,27,,,,,,,,,,,,,,,,,,,,,,,,,380,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,5650,45,,,,,,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,33,,,,,,,22,33,,,,,80,11,296,75,,,,,,,,,3131,44,4,32,539,25,,,,,71,8,18,56,,,325,47,,,,,,,,,,,,,,,67,21,,,,,,,,,,,,,,,,,,,,,,,,,103,75,,,,,,,,,,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,11,,,16,34,,,,,,,,,,,,,,,,,,,,,,,,,192,48,,,,,,,,,,,,,,,,,10,18,,,,,,,,,,,,,45,41,,,,,,,,,,,,,,,,,,,,,,,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,43
74,5413,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,5210,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62,,,,,,,,,,,,,,,366,59,,,,,,,,,3228,42,,,529,26,,,,,,,,,,,600,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,5207,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,21,,,,,,,,,3333,41,,,,,,,,,,,324,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,5161,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,19,20,,,,,,,50,20,,,,,,,187,108,,,,,,,,,2111,56,10,12,569,24,7,15,,,,,14,76,,,152,76,,,,,,,,,,,,,,,30,32,30,4,,,,,,,20,35,,,,,,,,,,,,,,,70,90,848,14,,,,,,,,,,,26,30,,,,,,,,,4,3,,,,,,,,,,,,,,,13,3,,,,,17,7,,,,,,,,,,,,,33,71,7,12,8,38,,,,,,,,,,,,,73,45,,,,,110,30,,,,,548,28,,,,,,,,,,,,,6,5,7,4,13,16,,,,,,,,,,,,,25,60,,,,,19,4,,,,,,,,,,,63,21,,,,,6,38,,,5,2,,,,,42,9,,,,,,,,,,,,,,,,,,,,
9364,5157,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,4,,,,,,,,,519,149,,,,,,,,,,,,,,,69,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,4934,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,253,,,,,,,,,4854,28,,,39,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,4932,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4825,30,,,,,,,,,,,,,,,42,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,73
4192,4927,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,,54,19,,,,,46,18,865,37,,,,,,,,,7,956,,,233,42,,,,,,,47,31,,,162,74,,,,,,,,,,,17,2,,,11,42,,,,,,,,,102,21,,,,,,,,,,,,,,,469,27,349,28,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,28,,,,,,,,,,,,,,,,,119,34,,,,,,,,,,,2111,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,24,,,,,,,,,,,,,,,,,,,,,,,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4754,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,40,,,,,,,,,,,,,35,21,1079,25,,,,,,,,,1535,69,,,181,49,,,5,13,,,26,42,,,585,35,,,,,,,,,,,,,,,40,30,,,,,,,,,19,37,,,,,,,,,,,9,7,,,205,50,263,32,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,31,,,,,205,23,,,,,30,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,47,,,,,,,,,,,,,,,,,220,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,26
11733,4611,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,128,,,,,,,2,1,1079,91,,,,,,,,,,,,,,,215,63,,,,,,,,,,,,,,,,,,,,,321,4,,,7,46,,,,,,,,,,,,,,,2699,3,50,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,58,6,,,,,39,7,,,,,6,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1293,4565,56,,,,,,,,,,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,8,48,,,,,,,236,84,,,,,,,,,3405,40,,,183,48,,,,,,,14,72,,,238,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,49,,,,,,,,,,,,,,,,,38,60,,,,,43,41,,,,,188,49,,,,,,,,,,,,,,,,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
