,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
27,28,6819,8038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,23,4610,4,,,,,,,,,1453,65,3,31,67,76,,,,,,,21,47,,,209,62,,,,,,,,,,,,,,,,,,,34,30,,,,,,,,,,,,,,,,,,,,,,,4,4,,,210,46,89,56,,,,,,,,,,,,,6,65,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,90,42,,,20,32,,,,,,,,,,,,,,,,,,,530,12,,,,,42,43,,,,,173,44,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,249,7,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,42
28,29,2719,7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,79,,,,,,,29,24,,,,,18,29,537,43,,,,,,,,,5630,20,1,43,317,38,,,,,,,14,60,,,490,33,,,,,,,,,,,,,,,,,,,61,21,,,,,,,,,,,21,27,,,,,,,,,,,,,,,210,45,,,,,,,,,,,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,52,,,,,,,,,,,,,,,,,,,,,,,31,56,,,,,,,,,,,175,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,36,,,,,,,,,,,,,,,,,,,,,,,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,33
29,30,11733,7375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,68,,,,,,,5,1,973,86,,,,,,,,,,,,,,,337,43,,,,,,,,,,,,,,,,,,,,,,,,,404,2,,,,,20,31,,,,,,,,,,,,,,,5201,2,38,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,99,3,,,,,39,7,,,,,7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,2392,7066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,30,,,,,,,149,13,,,,,,,683,31,,,,,,,,,3699,28,,,353,36,,,8,4,152,8,34,34,,,605,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,36,,,,,,,,,,,,,,,338,32,265,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,19,,,24,26,,,,,,,,,,,,,,,,,,,177,27,,,,,101,30,,,,,,,,,,,,,,,,,,,,,,,10,21,,,,,,,23,8,,,,,75,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,38
31,32,39856,6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,8,,,,,,,,,,,,,,,47,8,,,,,,,61,18,,,,,12,41,546,41,,,,,,,,,1872,53,,,1141,16,,,,,,,,,,,810,20,,,,,,,,,,,,,,,,,,,95,16,,,,,,,,,,,145,10,,,,,,,,,,,,,,,709,14,,,,,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,46,,,,,,,,,,,,,,,,,,,182,25,,,,,,,,,,,789,18,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,24
32,33,2921,6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,56,,,,,,,,,,,,,,,453,45,,,,,,,,,3852,27,,,,,,,,,,,,,,,491,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,12,,,,,,,,,,,,,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,1258,6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,25,,,,,,,1095,22,,,,,,,,,5244,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,2386,6308,,,,,,,,,,,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,23,,,,,,,28,26,,,,,15,34,314,54,,,,,,,,,2543,40,3,28,1785,10,,,,,,,37,32,,,295,45,,,,,,,,,,,,,,,,,,,40,27,,,,,,,,,,,20,30,,,,,,,,,,,,,,,270,37,,,,,,,,,,,,,,,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,54,11,,,,,,,,,,,,,,,,,,,73,37,,,,,89,33,,,,,10,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,27,,,,,,,,,,,18,13,,,,,,,,,,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,11
35,36,1111,6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,,,,,,,,,,,,,,,661,36,,,,,73,7,,,3658,29,,,528,29,,,,,,,,,,,275,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,6472,5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,52,,,,,,,,,2400,43,,,720,25,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,26,,,,,,,,,,,955,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,26
37,38,2785,5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,3,,,,,,,,,,,,,21,25,216,73,,,,,,,,,469,142,7,9,2936,3,,,2,14,,,14,61,,,514,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,17,28,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,14,,,,,,,,,,,,,,,,,,,5,1,,,32,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,30,72
38,39,18011,5238,,,,,,,,,,,24,15,,,,,,,,,,,,,,,2,4,,,,,,,22,4,,,,,,,,,4,74,,,,,,,60,19,,,,,,,172,87,,,,,,,,,2206,49,4,22,704,26,11,14,,,,,6,95,,,131,76,,,,,,,,,,,,,,,,,,,21,36,84,5,,,,,,,,,5,47,,,,,12,16,,,,,,,,,60,93,803,15,,,,,,,,,,,,,36,16,,,,,,,2,4,,,,,,,,,,,,,,,19,3,,,,,38,7,,,,,,,,,,,,,38,59,2,17,9,37,,,,,,,,,,,,,,,,,,,46,42,,,,,167,26,,,,,410,28,,,,,,,,,,,,,5,8,4,5,9,24,,,,,,,,,,,,,14,56,,,,,13,4,,,,,,,,,,,31,22,,,,,8,33,,,5,2,,,,,51,8,,,,,,,,,,,,,,,,,,,,,,,,
39,40,28,5218,,,,,,,,,,,216,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,84,,,,,,,,,2228,48,,,215,46,,,,,,,27,40,,,252,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12,,,,,,,,,264,38,1657,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,,,,,,,,,,,,,,,,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,1917,4975,,,,,,,,,,,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,46,,,,,,,26,29,,,,,104,7,312,55,,,,,,,,,2681,39,,,389,33,,,4,12,75,11,29,38,,,281,47,,,,,,,,,,,,,,,,,,,81,17,,,,,,,,,,,,,,,,,,,,,,,,,,,77,82,,,,,,,,,,,,,,,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,10,,,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,46,,,,,,,,,,,,,,,,,13,18,,,,,,,,,,,,,43,33,,,,,,,,,,,,,,,,,,,,,,,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,57
41,42,30549,4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,34,,,,,6,65,293,59,,,,,,,,,3543,32,,,,,,,,,,,,,,,222,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,56,290,29,,,,,,,,,,,,,7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,44,,,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,3955,4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,39,,,,,,,15,36,,,,,,,173,86,,,,,,,,,1763,58,,,356,34,,,,,,,,,,,495,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,24,,,,,,,,,,,,,,,1018,8,,,,,,,,,,,,,,,152,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,69,,,,,,,,,,,110,57,,,,,,,,,,,,,,,,,63,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,12
43,44,4192,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,63,17,,,,,15,35,1041,23,,,,,,,,,3,989,,,238,43,,,,,,,24,44,,,278,48,,,,,,,,,,,,,4,6,,,,,25,33,,,,,,,,,,,81,22,,,,,,,,,,,,,,,461,27,611,18,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,28,,,,,,,,,,,,,,,,,,,,,,,145,28,,,,,,,,,,,1497,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,20,,,,,,,,,,,,,,,,,,,,,,,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,2407,4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,289,,,,,,,,,4673,23,,,30,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,41114,4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4476,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,36218,4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,35,23,,,,,4,80,937,26,,,,,,,,,2299,47,,,60,85,,,,,,,14,65,,,166,68,,,,,,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,,81,78,657,16,,,,,,,,,,,,,12,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,47,,,18,33,,,,,,,,,,,,,,,,,,,27,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,29
47,48,68448,4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,75,,,,,,,,,,,,,13,39,180,83,,,,,,,,,3561,31,,,,,,,,,,,,,,,497,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,51,20,97,,,,,,,,,,,,,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,91,,,,,,,,,2,7,,,,,,,,,,,,,30,57,,,,,11,67,,,,,54,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,11634,4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,24,,,,,,,,,,,,,,,22,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,63
49,50,13713,4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,58,,,,,,,,,,,,,36,18,663,35,,,,,,,,,1231,71,,,355,35,,,5,10,,,39,31,,,889,18,,,,,,,,,,,,,,,,,,,35,29,,,,,,,,,,,9,42,,,,,,,,,,,8,3,,,237,41,254,33,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,33,,,,,397,13,,,,,92,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,39,,,,,,,,,,,,,,,,,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,27
50,51,2281,4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,47,,,,,,,,,,,,,,,,,,,,,,,,,2826,36,,,1280,13,,,,,,,,,,,179,66,,,,,,,,,,,,,,,,,,,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,207,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,483,4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,67,,,,,,,,,,,,,11,43,180,82,,,,,,,,,2947,35,,,72,74,,,,,,,9,76,,,259,51,,,,,,,,,,,,,,,,,,,26,32,,,,,,,,,,,,,,,,,,,,,,,1,6,,,162,57,358,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,53,,,23,27,,,,,,,,,,,,,,,,,,,9,96,,,,,50,40,,,,,178,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58,,,,,,,,,,,,,,,,,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,40
52,53,5894,4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,,,,,,,,,,,,,,,279,61,,,,,,,,,1837,56,,,211,47,,,,,,,29,39,,,242,57,,,,,,,,,,,,,,,,,,,50,22,,,,,,,,,,,,,,,,,,,,,,,,,,,224,43,311,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,14,,,,,438,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,48,,,,,,,,,,,,,,,,,39,15,,,,,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,41
53,54,9209,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,33,,,,,,,,,,,,,21,26,263,64,,,,,,,,,2528,41,,,32,100,,,,,9,21,119,18,,,2,389,,,,,,,,,,,,,,,,,,,12,44,,,,,,,,,,,16,34,,,,,,,,,,,,,,,295,35,150,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,134,29,3,15,40,20,,,,,,,,,,,,,,,,,,,105,31,,,,,,,,,,,222,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,46,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,,,,
54,55,1269,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,16,,,,,,,,,1839,55,,,,,,,,,,,242,7,,,29,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,2399,3769,,,,,,,,,,,33,12,,,,,,,8,4,,,,,,,,,13,20,,,,,,,,,7,7,,,,,16,24,,,,,,,21,33,,,,,,,141,102,,,,,,,,,1658,61,5,13,455,30,,,,,15,20,14,59,,,109,87,,,,,,,,,,,,,,,,,,,23,34,,,,,,,,,,,18,33,,,,,,,,,,,,,,,151,59,223,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,64,,,,,,,,,2,6,,,,,,,,,,,,,40,47,,,,,217,19,,,11,12,371,30,,,,,,,,,,,,,,,3,6,16,14,,,,,,,,,,,,,11,63,,,,,,,,,,,,,,,,,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,30
56,57,3072,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,76,,,,,,,,,2697,38,,,226,45,,,,,,,16,55,,,258,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58,1293,3420,,,,,,,,,,,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,,,,,,,10,44,,,,,,,148,94,,,,,,,,,2411,42,,,172,52,,,,,,,31,36,,,156,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,34,,,,,,,,,,,,,,,,,,,,,,,33,53,,,,,24,57,,,,,93,61,,,,,,,,,,,,,,,,,,,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,4112,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,61,,,,,,,,,,,,,26,22,147,96,,,,,,,,,1559,63,4,21,246,42,,,7,7,45,14,,,,,218,60,,,,,,,,,,,,,,,,,,,20,38,,,,,,,,,,,,,,,,,18,15,,,,,,,,,97,73,76,60,,,,,,,,,,,,,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,,,23,28,,,,,,,,,,,,,,,,,,,192,24,,,,,211,20,,,,,148,49,,,,,,,,,,,,,,,,,11,20,,,,,,,,,,,,,8,74,,,,,,,,,,,103,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,35
59,60,98,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,27,222,70,,,,,,,,,2313,45,,,20,114,,,,,,,24,42,,,75,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,70,,,,,,,,,,,,,,,13,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,37,,,11,35,,,,,,,,,,,,,,,,,,,,,,,,,11,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,34
60,61,2086,2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,585,,,,,,,,,,,,,1118,17,,,,,,,,,,,29,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,47,534,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,25,,,,,493,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,22
