,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
20,21,2136,20507,,,,,,,,,,,,,,,,,,,,,,,,,,,190,8,,,,,,,,,,,,,,,,,,,,,,,358,7,,,,,,,8392,4,,,,,,,,,4965,44,12,7,231,42,,,,,235,3,,,,,398,57,,,,,,,,,,,,,,,,,,,,,189,6,,,,,459,13,,,,,,,,,,,,,,,942,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,1873,7,,,,,,,,,,,,,,,,,1338,7,,,,,,,,,,,70,68,,,,,,,,,,,,,,,,,166,3,,,,,,,,,6,3,,,419,12,,,,,,,,,,,,,,,,,223,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,68
21,22,25821,19546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5874,10,,,,,,,,,6,954,10,13,,,,,,,,,,,,,5789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,3,,,,,,,,,,,,,,,,,,,,,,,30,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,39856,19091,,,,,,,,,,,,,,,,,,,,,,,,,,,280,5,,,,,,,,,,,,,,,59,6,,,,,,,229,14,,,,,35,27,2176,26,,,,,,,,,7338,34,,,,,,,,,,,,,,,2775,9,,,,,,,,,,,,,,,65,22,,,,,,,,,,,415,14,,,,,,,,,,,,,,,2387,10,,,,,,,,,,,,,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,34,,,,,,,,,,,,,1227,10,,,,,,,,,,,1677,13,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,20
23,24,1258,16672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,30,,,,,,,4763,12,,,,,,,,,11816,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,9209,14869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,41,,,,,,,,,,,,,74,17,1071,48,,,,,,,,,10293,20,,,55,82,,,,,,,264,16,,,20,255,,,,,,,,,,,,,,,,,,,,,,,,,,,83,25,,,,,,,,,,,,,,,724,32,4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,672,19,2,19,294,7,,,,,,,,,,,,,471,22,,,,,,,,,,,496,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,18,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,
25,26,891,14103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,,,,,,,,,,,,,,,1233,45,,,,,,,,,8465,28,,,1425,13,,,,,,,,,,,1327,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,2425,14097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,8,39,,,,,,,,,,,,,71,18,1092,46,,,,,,,,,4834,46,4,29,996,20,,,8,8,72,8,191,20,,,1111,29,,,,,,,,,,,,,,,117,13,,,,,,,,,,,,,,,,,,,,,,,,,,,771,30,730,18,,,,,,,,,,,18,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,30,,,,,,,,,,,,,,,,,494,19,,,,,355,14,,,134,8,2339,7,,,,,,,,,,,,,,,,,108,7,,,,,,,,,,,,,121,29,,,,,,,,,,,,,,,,,,,,,,,88,10,,,,,,,,,2,21,,,,,,,,,,,,,,,,,,,127,26
27,28,3886,13864,,,,,,,,,,,,,,,,,,,,,,,,,,,316,4,,,,,,,,,,,,,,,13,30,,,,,,,,,,,,,168,8,6681,8,,,,,,,,,15,937,4,30,364,34,26,10,,,15,13,372,13,,,599,48,,,10,3,,,,,,,,,,,24,35,,,,,,,,,,,1033,3,,,,,,,,,,,,,,,1361,20,97,50,,,,,,,,,,,26,31,,,,,,,21,2,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,47,7,12,268,9,,,,,,,,,,,,,433,25,,,,,572,10,,,423,1,187,48,,,,,,,,,,,,,,,,,128,5,5,15,,,,,,,,,,,123,28,,,,,,,,,,,,,,,,,322,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,32
28,29,41114,13601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13424,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,27443,13520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,,,,,,,61,20,,,17,5,36,26,934,51,,,,,,,,,993,118,1,46,470,31,28,9,,,,,95,30,,,707,44,,,,,,,,,,,,,,,,,,,,,37,13,,,,,,,,,,,,,,,,,,,,,4154,7,,,,,,,,,,,,,1829,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,41,,,,,,,,,,,,,,,,,294,26,,,,,218,21,,,,,887,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503,4
30,31,6819,12826,,,,,,,,,,,,,,,,,,,,,,,,,,,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,19,8949,3,,,,,,,,,2230,64,11,10,,,,,,,,,27,62,,,282,72,,,,,,,,,,,,,,,26,33,,,,,,,,,,,,,,,,,,,,,,,5,4,,,190,67,,,,,,,,,,,,,15,42,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,93,60,,,25,32,,,,,,,,,,,,,452,23,,,,,91,33,,,,,144,55,,,,,,,,,,,,,,,,,12,19,,,,,,,,,,,,,62,42,,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,36
31,32,2921,12735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,34,,,,,,,,,,,,,,,1830,32,,,,,,,,,7318,35,,,,,,,,,,,,,,,765,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,8,,,,,,,,,,,127,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,21,,,,,,,,,,,,,,,,,,,,,,,282,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,30549,12634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,19,,,,,8,52,726,57,,,,,,,,,9794,23,,,,,,,,,,,,,,,724,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,65,464,23,,,,,,,,,,,17,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,34,,,35,28,,,,,,,,,,,,,,,,,,,,,,,,,264,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,1269,12540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465,18,,,,,,,,,7493,32,,,,,,,,,,,1126,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,5072,12502,,,,,,,,,,,8,17,,,,,,,,,,,,,,,15,17,,,,,29,2,,,,,,,,,14,27,,,,,,,,,,,,,326,3,1345,42,,,,,,,,,8285,29,4,31,77,76,,,,,,,,,,,740,42,,,,,,,,,,,,,7,3,,,229,2,,,,,,,,,,,,,,,340,3,,,,,,,,,109,83,237,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,,,12,3,,,72,2,,,,,,,,,,,,,,,63,67,30,3,253,11,,,,,,,,,,,,,,,,,,,,,,,,,119,60,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,56,44,,,,,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,69
35,36,2392,12441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,17,,,,,,,145,15,,,,,,,1605,35,,,,,,,,,6604,39,,,478,30,,,8,7,124,6,,,,,1201,27,,,,,,,,,,,,,,,,,,,,,,,,,,,34,32,,,,,,,,,,,,,,,723,33,254,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,28,,,85,24,,,,,,,,,,,,,444,24,,,,,142,29,,,,,,,,,,,,,,,,,,,,,,,6,29,,,,,,,11,9,,,,,166,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,48
36,37,2281,12187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,,,,,,,,,,,,,,,,,,,,,,,,,7302,36,,,2436,11,,,,,,,,,,,1065,30,,,,,,,,,,,,,,,37,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,2398,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,82,,,,,,,,,10274,21,3,36,,,,,,,,,33,53,,,880,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,50,,,,,,,,,,,,,,,,,59,55,,,,,,,,,,,125,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,,,,,,,,,,,,,,,,,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,11634,11911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11779,13,,,,,,,,,,,,,,,49,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,63
39,40,2407,11057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,222,,,,,,,,,10945,17,,,40,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,2381,10936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,23,,,,,,,,,,,,,,,,,,,,,,,,,8844,27,,,693,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2386,10619,,,,,,,,,,,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,29,,,,,,,46,27,,,,,,,,,,,,,,,,,5010,43,5,23,2557,10,,,,,,,131,26,,,901,37,,,,,,,,,,,,,,,65,21,,,,,,,,,,,45,30,,,,,,,,,,,,,,,711,34,,,,,,,,,,,,,51,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,182,13,,,,,,,,,,,,,101,42,,,,,68,34,,,,,8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,17,,,,,,,,,,,9,14,,,,,,,,,,,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,17
42,43,74,10252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10145,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,5894,10059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,,,728,56,,,,,,,,,3537,54,,,499,29,,,,,,,81,33,,,554,50,,,,,,,,,,,,,,,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,806,28,1117,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,63,,,,,,,,,,,,,,,,,,,,,,,400,13,,,,,1948,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,17,,,,,67,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,36218,9996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,71,,,,,,,74,18,,,,,8,53,1661,34,,,,,,,,,6072,41,,,,,,,,,,,40,48,,,296,68,,,,,,,,,,,,,,,19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,159,72,933,15,,,,,,,,,,,21,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,29,,,50,26,,,,,,,,,,,,,90,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,29
45,46,5432,9876,,,,,,,,,,,106,8,,,8,2,,,,,,,,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,105,,,,,,,,,7393,33,,,525,26,,,,,112,7,12,94,,,195,87,,,,,,,,,,,,,4,4,122,12,70,3,,,,,,,,,,,,,,,190,7,,,,,,,,,201,62,88,51,,,,,,,,,,,9,49,,,,,,,,,,,,,,,41,6,,,,,,,7,5,,,12,3,,,,,,,,,,,,,,,122,51,8,11,34,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2,16,2,,,161,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,45
46,47,2719,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80,,,,,,,,,,,,,33,28,657,59,,,,,,,,,6645,38,5,25,353,35,,,,,,,32,54,,,908,36,,,,,,,,,,,,,,,86,17,,,,,,,,,,,13,44,,,,,,,,,,,,,,,248,54,,,,,,,,,,,,,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,65,,,,,,,,,,,,,,,,,35,64,,,,,,,,,,,168,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,54,,,,,,,,,,,,,,,,,,,,,,,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,43
47,48,172225,9316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8935,26,,,,,,,,,,,,,,,356,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,3955,8658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,,,,,,,21,36,,,,,,,330,95,,,,,,,,,3551,53,,,606,25,,,,,,,,,,,1050,32,,,,,,,,,,,,,,,,,,,,,,,,,,,204,19,,,,,,,,,,,,,,,1858,13,,,,,,,,,,,,,495,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,14
49,50,2785,8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,4,,,,,,,,,,,,,19,38,385,88,,,,,,,,,575,178,6,22,2760,8,,,9,5,,,1,145,,,1243,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239,11,51,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073,13,,,,,,,,,,,,,,,5,1,53,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,12,108
50,51,2375,7771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7749,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,71
51,52,11733,7686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,124,,,,,,,5,1,1600,86,,,,,,,,,,,,,,,307,66,,,,,,,,,,,,,,,,,,,,,292,4,,,,,16,43,,,,,,,,,,,,,,,5076,4,45,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,74,6,,,,,27,7,,,,,11,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,
52,53,1917,7644,,,,,,,,,,,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,46,,,,,,,25,33,,,,,131,11,564,68,,,,,,,,,4037,50,7,17,516,27,,,,,54,9,26,63,,,441,54,,,,,,,,,,,,,,,69,19,,,,,,,,,,,,,,,,,,,,,,,,,,,186,68,,,,,,,,,,,,,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,11,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,,120,59,,,,,,,,,,,,,,,,,23,16,,,,,,,,,,,,,82,37,,,,,,,,,,,,,,,,,,,,,,,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,42
53,54,9364,7577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6853,7,,,,,,,,,610,173,,,,,,,,,,,,,,,71,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,13713,7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,,,,,,,59,20,1697,33,,,,,,,,,2506,61,,,244,41,,,5,13,,,71,37,,,1282,24,,,,,,,,,,,,,,,34,29,,,,,,,,,,,10,48,,,,,,,,,,,4,5,,,344,45,320,29,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,36,,,,,201,23,,,,,25,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,45,,,,,,,,,,,,,,,,,226,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,25
55,56,55763,7083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,47,2136,28,,,,,,,,,2274,63,,,,,,,,,,,169,21,,,645,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,35,602,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,26,,,,,,,,,,,,,,,,,198,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,163,6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5413,42,,,,,,,,,,,774,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
