,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
24,25,3886,19621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,3,,,,,,,,,,,,,,,22,35,,,,,,,278,9,,,,,65,18,4363,7,,,,,,,,,,,3522,49,4,48,1095,28,25,14,12,7,180,10,254,16,,,,,995,32,,,,,3,5,,,,,,,,,,,,,,,,,45,39,,,,,,,,,,,882,2,,,,,,,,,,,,,,,,,1864,8,550,29,,,,,,,,,,,,,20,48,,,,,,,,,18,2,,,6,9,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,38,3,16,145,10,,,,,,,,,,,,,,,,,,,,,544,18,,,,,1260,6,,,,,382,4,281,43,,,,,,,,,,,,,,,,,,,,,79,10,32,12,,,,,1351,2,,,,,72,32,,,,,,,,,,,,,,,,,,,,,372,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,51
25,26,2381,18194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,27,,,,,,,,,,,,,,,106,213,,,,,,,,,,,16718,7,,,989,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,2952,15618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15,,,,,,,,,,,,,121,11,1749,26,,,,,,,,,,,8114,23,4,47,1177,27,,,7,10,,,356,9,,,,,1851,17,,,,,,,,,,,,,,,,,,,,,,,8,52,,,,,,,,,,,,,,,,,,,43,15,,,,,,,7,8,714,25,47,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,22,,,112,13,,,,,,,,,,,,,,,,,,,,,,,,,,,174,34,,,,,,,192,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,1258,14883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,35,,,,,,,1695,28,,,,,,,,,,,13063,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,822,14751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,38,14,,,,,,,,,,,,,,,36,25,,,,,,,287,8,,,6,6,21,39,1731,27,,,,,,,69,11,,,4690,39,9,14,801,36,,,,,,,287,12,,,,,1417,22,,,,,,,,,,,,,,,,,,,,,,,48,38,,,,,,,,,,,192,14,,,,,,,,,,,,,,,,,982,19,880,21,,,,,,,,,,,,,106,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,15,5,12,96,15,,,,,,,,,,,,,,,,,,,,,411,20,,,,,200,31,,,,,,,1030,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,24,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,,,,,,,,12,25,,,,,,,,,,,,,,,,,,,,,,,376,22
29,30,2392,13294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,23,,,,,,,134,19,,,,,,,1149,36,,,,,,,63,12,,,6557,25,,,426,45,,,5,14,255,7,115,27,,,,,1413,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,19,,,,,,,,,,,,,,,,,559,30,411,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,14,,,97,14,,,,,,,,,,,,,,,,,,,,,527,19,,,,,200,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,19,,,,,,,27,16,,,,,116,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,49
30,31,2785,12895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,2,,,,,,,,,,,,,22,38,412,77,,,,,,,,,,,809,142,8,19,7853,5,,,16,4,,,16,90,,,,,1233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,48,,,,,,,,,,,,,,,,,1290,13,55,84,,,,,,,,,,,,,,,,,,,,,7,7,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,17,,,,,,,,,,,,,,,,,,,,,7,1,,,63,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,55,70
31,32,2386,12405,,,,,,,,,,,91,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,36,,,,,,,41,31,,,,,48,24,284,99,,,,,,,,,,,3684,48,6,29,5256,7,,,,,,,83,35,,,,,956,34,,,,,,,,,,,,,,,,,,,,,,,53,34,,,,,,,,,,,50,27,,,,,,,,,,,,,,,,,391,38,,,,,,,,,,,,,,,30,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,122,11,,,,,,,,,,,,,,,,,,,,,152,33,,,,,211,30,,,,,,,8,129,,,,,,,,,,,,,,,,,,,,,22,15,,,,,,,,,,,,,107,26,,,,,,,,,,,,,24,13,,,,,,,,,,,,,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,723,13
32,33,27443,12337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,,,,,,,52,28,,,13,5,64,19,830,50,,,,,,,62,13,,,699,151,8,20,896,33,105,4,,,,,135,26,,,,,638,45,,,,,,,,,,,,,,,,,,,,,,,49,37,,,,,69,13,,,,,,,,,,,,,,,,,,,,,,,816,24,1796,14,,,,,,,,,,,,,237,5,,,,,,,,,,,,,,,,,,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,40,,,,,,,,,,,,,,,,,,,,,,,,,381,21,,,,,267,26,,,,,,,863,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358,1,,,,,,,,,,,,,51,18,,,,,,,,,209,9,,,,,,,,,,,,,,,,,,,,,,,2474,6
33,34,30549,11841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,63,,,,,,,58,26,,,,,13,53,1196,34,,,,,,,,,,,6370,28,,,503,41,,,3,19,,,,,,,,,648,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,55,,,,,,,,,,,,,,,,,303,49,526,32,,,,,,,,,,,,,108,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532,10,,,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,5432,11627,,,,,,,,,,,438,9,,,20,2,,,,,,,,,,,,,,,,,56,13,,,,,111,3,,,,,,,,,27,32,,,,,,,,,,,,,,,557,64,,,,,,,,,,,4151,46,,,2358,18,,,,,250,8,47,51,,,,,287,76,,,,,,,,,,,,,,,,,46,3,,,,,245,13,256,3,,,,,,,,,,,,,,,,,336,7,,,,,,,,,322,46,158,61,,,,,,,,,,,,,25,44,,,,,,,,,,,,,,,,,,,65,4,,,,,,,,,60,4,,,60,3,,,,,,,,,,,,,,,239,37,8,10,39,27,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,10,,,,,32,54,,,,,804,1,,,208,2,,,169,5,,,,,,,,,,,,,52,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,46
35,36,2921,11548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,66,,,,,,,,,,,,,,,1216,32,,,,,,,,,,,6385,27,,,,,,,,,,,,,,,,,424,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532,9,,,,,,,,,,,,,154,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,2281,11048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,22,,,,,,,,,,,,,,,,,,,,,,,,,,,5273,35,,,2843,15,,,,,,,,,,,,,1903,16,,,,,,,,,,,,,,,,,,,,,,,75,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,4192,10684,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,,,,,,,74,23,,,,,49,23,1183,35,,,,,,,,,,,5384,34,,,273,53,,,,,,,72,39,,,,,367,66,,,,,,,,,,,,,,,5,6,,,,,,,35,44,,,,,,,,,,,66,24,,,,,,,,,,,,,,,,,479,36,435,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,45,,,,,,,,,,,,,,,,,,,,,,,,,162,31,,,,,,,,,,,,,1692,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,40,,,,,,,,,,,,,,,,,,,,,,,,,,,24,33,,,,,,,,,,,,,,,,,,,,,6,11,,,,,,,,,,,98,47
38,39,6819,9623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,20,4770,6,,,,,,,,,,,2066,67,5,39,156,72,,,,,,,41,53,,,,,395,64,,,,,,,,,,,,,,,,,,,,,,,56,32,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,258,54,320,40,,,,,,,,,,,,,11,72,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,156,49,,,15,37,,,,,,,,,,,,,,,,,,,,,781,13,,,,,50,50,,,,,,,209,48,,,,,,,,,,,,,,,,,,,,,21,16,,,,,,,,,,,,,68,33,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,55
39,40,2719,9570,,,,,,,,,,,166,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93,,,,,,,5,70,,,,,17,42,752,52,,,,,,,,,,,5722,32,9,16,493,42,17,18,,,,,72,38,,,,,919,35,,,,,,,,,,,,,,,,,,,,,,,176,19,,,,,,,,,,,38,32,,,,,,,,,,,,,,,,,377,39,,,,,,,,,,,,,,,28,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,64,,,,,,,,,,,,,,,,,,,,,,,,,77,44,,,,,,,,,,,,,341,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,53,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,29
40,41,36218,9284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,41,,,,,,,47,29,,,,,14,50,2099,20,,,,,,,,,,,4868,36,,,114,86,,,,,,,58,45,,,,,361,68,,,,,,,,,,,,,,,,,,,,,,,38,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,94,993,18,,,,,,,,,,,,,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,36,,,35,29,,,,,,,,,,,,,,,,,,,,,85,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,40
41,42,1917,9159,,,,,,,,,,,39,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,31,,,,,,,33,34,,,,,105,12,656,58,,,,,,,,,,,4502,43,4,45,538,40,,,5,13,193,9,27,62,,,,,697,42,,,,,,,,,,,,,,,,,,,,,,,153,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,67,,,,,,,,,,,,,,,33,32,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,7,,,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,60,,,,,,,,,,,,,,,,,,,,,7,25,,,,,,,,,,,,,62,37,,,,,,,,,,,,,,,,,,,,,,,,,,,15,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,56
42,43,18011,9127,13,7,,,,,,,,,79,17,,,,,,,,,,,,,,,,,,,11,5,,,,,,,49,5,,,,,,,,,11,57,,,,,,,57,27,,,,,,,273,104,,,,,,,,,,,4459,45,6,34,1036,29,22,16,6,11,,,15,97,,,,,255,82,,,,,,,,,,,,,,,,,,,,,,,63,29,199,4,,,11,16,,,,,30,35,,,,,,,50,13,,,,,,,,,158,70,707,25,,,,,,,,,9,4,,,29,38,,,,,,,,,5,4,,,4,14,,,,,,,12,2,,,,,,,22,5,,,,,9,9,,,,,,,,,,,,,69,71,6,11,10,45,,,,,,,,,,,,,,,,,,,,,106,39,,,,,300,23,,,,,,,661,25,,,,,,,,,,,,,,,,,6,10,14,4,10,21,,,,,,,,,,,,,26,63,,,,,8,7,,,,,,,,,,,,,,,36,26,,,,,31,25,,,4,2,,,,,109,10,,,,,,,,,,,9,10,,,,,,,,,,,122,39
43,44,39856,8910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,9,,,,,,,,,,,,,,,43,20,,,,,,,96,21,,,,,26,34,720,53,,,,,,,,,,,2080,66,,,1827,20,,,,,,,50,48,,,,,624,46,,,,,,,,,,,,,,,,,,,,,,,189,18,,,,,,,,,,,53,26,,,,,,,,,,,,,,,,,1435,10,,,,,,,,,,,,,,,20,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,34,,,,,,,,,,,,,,,,,,,,,351,25,,,,,179,33,,,,,,,841,21,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,36
44,45,1602,8687,,,,,22,2,,,,,67,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,30,,,,,,,,,,,,,23,37,523,68,,,,,,,,,,,6031,31,7,22,616,39,,,,,,,,,,,,,278,77,,,,,,,,,,,,,,,,,,,,,,,56,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,58,,,,,,,,,,,,,,,,,,,,,,,,,164,29,,,,,135,37,,,,,,,238,46,,,,,,,,,,,,,,,,,,,2,6,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,42
45,46,188834,8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,29,,,,,,,,,,,6118,29,,,,,,,,,,,,,,,,,525,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,9209,8259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64,,,,,,,,,,,,,37,28,971,43,,,,,,,,,,,4512,42,,,227,57,,,,,10,25,210,23,,,,,1,428,,,,,,,,,,,,,,,,,,,,,,,45,40,,,,,,,,,,,26,36,,,,,,,,,,,,,,,,,350,41,251,49,,,,,,,,,,,,,35,30,,,,,,,,,,,,,,,,,,,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,30,3,17,148,9,,,,,,,,,,,,,,,,,,,,,367,23,,,,,,,,,,,,,459,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,18,,,,,,,,,,,,,17,15,,,,,,,,,,,,,,,,,,,,,,,18,23,,,,,,,,,,,,,,,,,,,,,,,,
47,48,2086,8229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,44,,,,,,,,,,,631,161,,,2181,19,,,,,,,,,,,,,61,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,62,1842,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,11,,,,,,,830,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,18
48,49,1111,8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,,,,,,,,,,,,,,,1101,37,,,,,,,185,7,,,4863,37,,,863,34,,,,,,,,,,,,,182,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,483,8010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,48,,,,,,,30,36,,,,,16,44,297,95,,,,,,,,,,,5560,33,7,21,122,80,,,,,,,27,61,,,,,554,49,,,,,,,,,,,,,,,,,,,,,,,26,46,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,263,53,545,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,57,,,17,35,,,,,,,,,,,,,,,,,,,,,32,78,,,,,73,42,,,,,,,110,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,60,,,,,,,,,,,,,,,,,,,,,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,52
50,51,1269,7376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,17,,,,,,,,,,,3188,51,,,,,,,,,,,887,5,,,,,161,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,29146,7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,31,,,,,,,,,,,1227,107,,,,,,,,,,,,,,,,,304,72,,,,,,,,,,,,,,,,,,,,,,,1,56,,,,,,,,,,,23,40,,,,,,,,,,,,,,,,,,,68,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,12745,7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,56,,,,,,,,,,,,,,,114,202,,,,,,,,,,,483,198,,,6415,6,,,,,,,,,,,,,110,127,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,11733,6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,121,,,,,,,,,4,2,1819,72,,,,,,,,,,,,,,,,,475,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,2,,,,,16,45,,,,,,,,,,,,,,,,,3224,3,184,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,126,5,,,,,66,12,,,,,10,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
