,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
20,21,2952,6872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,,,,,,,,,,,,,43,12,382,33,,,,,,,,,4579,15,5,21,334,22,,,1,11,,,63,16,,,437,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,,,,,,,,,649,8,18,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,27,,,27,21,,,,,,,,,,,,,,,,,,,62,28,,,,,84,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,811,6665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,,,,,,,12,35,,,,,,,633,19,,,,,,,,,2638,28,,,980,9,,,,,,,50,19,,,549,17,,,,,,,,,,,,,,,122,7,,,,,,,,,25,24,,,,,,,,,,,,,,,30,92,156,33,,,,,,,,,,,246,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,4,,,27,20,,,,,,,,,,,,,204,15,,,,,184,14,,,29,7,142,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,822,5527,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,,,,,19,8,,,,,,,,,,,31,2,15,24,488,26,,,,,,,,,2563,30,5,17,310,23,,,,,,,102,6,,,253,36,,,,,,,,,,,,,,,27,25,,,,,,,,,54,18,,,,,,,,,,,,,,,277,20,322,19,,,,,,,,,,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,15,6,9,30,18,,,,,,,,,,,,,301,11,,,,,91,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,14,,,,,,,,,,,,,,,,,,,,,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,10
23,24,2719,4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,27,352,36,,,,,,,,,3773,21,6,15,106,44,,,,,,,24,33,,,353,23,,,,,,,,,,,,,,,27,26,,,,,,,,,2,47,,,,,,,,,,,,,,,121,40,,,,,,,,,,,,,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,64,,,,,,,,,,,,,,,,,30,50,,,,,,,,,,,81,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,45,,,,,,,,,,,,,,,,,,,,,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,37
24,25,2136,4826,,,,,,,,,,,,,,,,,,,,,,,,,,,54,7,,,,,,,,,,,,,,,,,,,,,,,116,11,,,,,,,1456,10,,,,,,,,,1632,48,5,19,107,43,,,,,206,3,,,,,114,61,,,,,,,,,,,,,,,,,,,,,70,8,,,74,12,,,,,,,,,,,,,,,173,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,309,11,,,,,,,,,,,,,,,,,254,12,,,,,,,,,,,53,62,,,,,,,,,,,,,,,,,28,9,,,,,,,,,1,3,,,134,8,,,,,,,,,,,,,,,33,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,132
25,26,2398,4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,58,,,,,,,,,4154,20,7,10,,,,,,,,,25,32,,,283,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,46,,,,,,,,,,,,,,,,,15,71,,,,,,,,,,,91,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,52,,,,,,,,,,,,,,,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,6819,4644,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,14,2712,4,,,,,,,,,1110,59,5,22,,,,,,,,,45,20,,,110,62,,,,,,,,,,,,,,,11,38,,,,,,,,,,,,,,,,,,,,,3,5,,,53,67,,,,,,,,,,,,,42,16,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,38,51,,,17,27,,,,,,,,,,,,,186,16,,,,,50,29,,,,,84,50,,,,,,,,,,,,,,,,,10,14,,,,,,,,,,,,,36,28,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34
27,28,27443,4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,19,,,,,,,37,17,,,2,7,12,29,357,35,,,,,,,,,512,106,1,42,363,20,20,5,,,,,66,14,,,282,33,,,,,,,,,,,,,,,,,,,,,22,11,,,,,,,,,,,,,,,,,,,188,30,,,,,,,,,,,,,656,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,24,,,,,,,,,,,,,,,,,145,21,,,,,108,21,,,,,304,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409,3
28,29,2392,4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,27,,,,,,,49,15,,,,,,,411,29,,,,,,,,,2580,29,,,255,27,,,4,7,93,7,,,,,335,27,,,,,,,,,,,,,,,,,,,,,,,,,7,36,,,,,,,,,,,,,,,179,32,245,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,21,,,22,24,,,,,,,,,,,,,119,26,,,,,82,26,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,,,,2,12,,,,,45,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,52
29,30,1258,4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,23,,,,,,,692,18,,,,,,,,,3689,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,41114,4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,3886,4219,,,,,,,,,,,,,,,,,,,,,,,,,,,97,5,,,,,,,,,,,,,,,7,28,,,,,,,,,,,,,65,6,1608,8,,,,,,,,,26,724,8,8,153,36,7,11,,,14,9,76,11,,,209,44,,,4,2,,,,,,,,,,,11,37,,,,,,,,,393,2,,,,,,,,,,,,,,,287,19,60,51,,,,,,,,,,,11,41,,,,,,,13,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,34,5,10,62,8,,,,,,,,,,,,,104,27,,,,,435,7,,,211,1,71,55,,,,,,,,,,,,,,,,,43,5,3,14,,,,,,,,,,,46,22,,,,,,,,,,,,,,,59,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,28
32,33,5894,4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76,,,,,,,,,,,,,,,233,46,,,,,,,,,1751,44,,,254,28,,,,,,,10,56,,,313,29,,,,,,,,,,,,,,,40,19,,,,,,,,,,,,,,,,,,,,,,,,,160,34,469,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,37,,,,,,,,,,,,,,,,,,,,,,,147,17,,,,,573,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11,,,,,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,1111,3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,,,,,,409,30,,,,,26,7,,,2788,27,,,265,26,,,,,,,,,,,215,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,483,3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,6,40,125,67,,,,,,,,,1990,38,,,,,,,,,,,12,49,,,169,48,,,,,,,,,,,,,,,10,39,,,,,,,,,,,,,,,,,,,,,,,,,1039,4,318,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,54,,,7,37,,,,,,,,,,,,,18,66,,,,,22,43,,,,,132,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,56,,,,,,,,,,,,,,,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,38
35,36,36218,3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,45,,,,,,,36,19,,,,,2,72,396,31,,,,,,,,,2411,32,,,,,,,,,,,38,24,,,115,60,,,,,,,,,,,,,,,14,35,,,,,,,,,,,,,,,,,,,,,,,,,56,63,645,15,,,,,,,,,,,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,,,17,28,,,,,,,,,,,,,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,29
36,37,2386,3842,,,,,,,,,,,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,,,,,,,29,20,,,,,,,,,,,,,,,,,1875,41,7,9,1045,8,,,,,,,18,38,,,225,39,,,,,,,,,,,,,,,34,20,,,,,,,,,6,38,,,,,,,,,,,,,,,139,35,,,,,,,,,,,,,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,41,11,,,,,,,,,,,,,23,57,,,,,40,31,,,,,7,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,15,,,,,,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,16
37,38,2921,3788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,47,,,,,,,,,2425,31,,,,,,,,,,,,,,,213,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,14,,,,,,,,,,,65,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,26,,,,,,,,,,,,,,,,,,,,,,,90,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,39856,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,18,11,,,,,,,37,18,,,,,,,222,48,,,,,,,,,1848,42,,,,,,,,,,,,,,,328,28,,,,,,,,,,,,,,,25,28,,,,,,,,,27,23,,,,,,,,,,,,,,,185,31,,,,,,,,,,,,,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52,,,,,,,,,,,,,143,22,,,,,,,,,,,566,14,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,22
39,40,5242,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302,24,,,9,115,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,11733,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,85,,,,,,,1,1,786,77,,,,,,,,,,,,,,,127,56,,,,,,,,,,,,,,,,,,,,,253,2,,,6,40,,,,,,,,,,,,,,,1929,3,31,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,35,4,,,,,24,6,,,,,8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2281,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,24,,,,,,,,,,,,,,,,,,,,,,,,,2105,35,,,725,11,,,,,,,,,,,209,43,,,,,,,,,,,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,122,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,1917,3212,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,,,,,,,19,24,,,,,58,9,145,61,,,,,,,,,1737,45,,,214,30,,,,,,,8,62,,,302,30,,,,,,,,,,,,,,,68,12,,,,,,,,,,,,,,,,,,,,,,,,,54,65,,,,,,,,,,,,,9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,8,,,9,34,,,,,,,,,,,,,,,,,,,,,,,,,84,48,,,,,,,,,,,,,,,,,2,33,,,,,,,,,,,,,26,35,,,,,,,,,,,,,,,,,,,,,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,47
43,44,28,3111,,,,,,,,,,,111,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,52,,,,,,,,,1951,40,,,215,29,,,,,,,,,,,350,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,37,,,,,,,,,,,,,,,103,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,4192,3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,51,,,,,,,28,21,,,,,18,21,553,23,,,,,,,,,1,944,,,112,41,,,,,,,38,23,,,,,,,,,,,,,,,3,6,,,9,40,,,,,,,,,60,15,,,,,,,,,,,,,,,356,13,257,26,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,,,,,,,,,,,,,,,,,133,24,,,,,,,,,,,1305,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,26,,,,,,,,,,,,,,,,,,,,,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,18011,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,9,23,,,,,,,21,22,,,,,,,142,62,,,,,,,,,1191,57,7,12,343,21,2,18,,,,,8,64,,,89,73,,,,,,,,,,,,,,,15,33,14,5,,,,,,,14,26,,,,,,,,,,,,,,,46,73,502,17,,,,,,,,,,,29,21,,,,,,,2,4,,,,,,,,,,,,,,,5,5,,,,,27,6,,,,,,,,,,,,,18,68,5,12,12,31,,,,,,,,,,,,,34,45,,,,,92,23,,,,,271,30,,,,,,,,,,,,,4,6,3,4,4,27,,,,,,,,,,,,,15,46,,,,,6,5,,,,,,,,,40,19,,,,,3,31,,,,,,,,,38,7,,,,,,,,,,,,,,,,,,,,
46,47,74,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,2785,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,,,,,,,,,,,,13,26,120,71,,,,,,,,,329,141,,,1444,5,,,4,8,,,2,109,,,364,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,15,30,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,17,,,,,,,,,,,,,,,5,1,16,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5,133
48,49,30549,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,31,,,,,,,99,81,,,,,,,,,2203,34,,,,,,,,,,,,,,,117,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,71,204,30,,,,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,50,,,11,33,,,,,,,,,,,,,,,,,,,,,,,,,68,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,1269,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,14,,,,,,,,,1438,52,,,,,,,,,,,224,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,9209,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,,,,,,,,,,,,,9,32,122,70,,,,,,,,,2092,36,,,12,108,,,,,,,36,25,,,1,335,,,,,,,,,,,,,,,,,,,,,,,,,6,39,,,,,,,,,,,,,,,98,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,53,43,,,35,15,,,,,,,,,,,,,62,33,,,,,,,,,,,143,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,30,,,,,,,,,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,4112,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,,,,,,,,,,,,,18,20,147,60,,,,,,,,,1159,58,1,37,191,32,,,,,,,,,,,181,47,,,,,,,,,,,,,,,16,32,,,,,,,,,,,,,,,4,15,,,,,,,,,81,48,66,48,,,,,,,,,,,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,30,,,6,38,,,,,,,,,,,,,164,17,,,,,154,16,,,,,110,43,,,,,,,,,,,,,,,,,7,20,,,,,,,,,,,,,3,92,,,,,,,,,82,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30
52,53,6472,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,57,,,,,,,,,1504,51,,,181,33,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,35,,,,,,,,,,,399,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,2399,2537,,,,,,,,,,,44,9,,,,,,,8,4,,,,,,,7,17,,,,,,,,,3,7,,,,,15,13,,,,,,,14,29,,,,,,,103,78,,,,,,,,,981,63,5,20,146,38,,,,,12,12,10,55,,,97,66,,,,,,,,,,,,,,,29,23,,,,,,,,,12,29,,,,,,,,,,,,,,,77,52,123,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,63,,,,,,,8,3,,,,,,,,,40,41,,,,,529,5,,,7,12,159,35,,,,,,,,,,,,,,,,,8,17,,,,,,,,,,,,,13,50,,,,,,,,,,,,,,,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,33
54,55,13713,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,,,,,,,,,,,,,15,25,423,28,,,,,,,,,963,67,,,111,42,,,1,12,,,19,36,,,270,34,,,,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,2,6,,,90,46,208,29,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,36,,,,,120,20,,,,,23,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,38,,,,,,,,,,,,,,,87,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,25
55,56,2086,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,476,,,,,,,,,,,,,530,16,,,,,,,,,,,11,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,84,885,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,,,,,328,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,13
56,57,1293,2434,,,,,,,,,,,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,,,,,,,5,42,,,,,,,91,89,,,,,,,,,1829,43,,,99,47,,,,,,,13,47,,,123,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,36,,,,,,,,,,,,,,,,,34,44,,,,,27,39,,,,,87,47,,,,,,,,,,,,,,,,,,,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
